goods_no,카테고리,brand,name,sale_price,건성적합,지성적합,저자극,진정효과,보습효과,미백효과,리뷰수,출처
A000000156837,크림,바비브라운,바비브라운 비타민 인리치드 아이 베이스,106000,45.11,5.74,76.99,27.93,41.87,24.19,14,예측
A000000156843,크림,바비브라운,바비브라운 하이드레이팅 아이 크림,106000,42.95,7.91,76.27,31.33,54.77,0.0,19,예측
A000000157484,크림,셀퓨전씨,[100시간밀착보습/민감장벽보호] 셀퓨전씨 약산성 패리어 크림 55ml,20500,37.0,12.0,85.0,27.0,73.0,1.0,164,실측
A000000158038,크림,아비브,[채서안PICK/보습탄력] 아비브 부활초 크림 뉴트리션 튜브 75ml 기획 (+30ml 추가 증정),35000,52.0,5.0,77.0,21.0,76.0,3.0,6386,실측
A000000158308,크림,믹순,믹순 콩 크림 50ml,29700,59.0,4.0,81.0,14.0,84.0,3.0,392,실측
A000000158920,크림,빌리프,빌리프 스트레스 슈터 시카 밤 크림 50ml,41580,17.0,20.0,85.0,79.0,21.0,0.0,81,실측
A000000159747,크림,바비브라운,바비브라운 엑스트라 리페어 모이스춰 크림 인텐스 50ml,182000,51.11,5.75,76.58,17.89,69.04,4.74,22,예측
A000000159748,크림,바비브라운,바비브라운 엑스트라 리페어 아이 크림 인텐스 15ml,149000,49.0,2.0,71.0,20.0,49.0,32.0,42,실측
A000000159802,크림,싸이닉,싸이닉 콜라겐 앰플 스틱 더블 기획,15990,62.0,2.0,70.0,13.0,67.0,20.0,516,실측
A000000159901,크림,눅스,[영양장벽케어] 눅스 레브드미엘 울트라 컴포팅 베리어 크림 50ml,36900,62.0,2.0,75.0,20.0,74.0,6.0,126,실측
A000000160733,크림,스킨앤랩,[장벽강화] 스킨앤랩 베리어덤 인텐시브 크림 2세대 50ml,11440,44.0,6.0,75.0,33.0,67.0,0.0,2866,실측
A000000162415,크림,셀퓨전씨,[1등수분밀착크림/민감피부개선] 셀퓨전씨 약산성 패리어 수분 크림 80ml,36000,32.0,17.0,79.0,38.0,61.0,1.0,1465,실측
A000000162589,크림,보나쥬르,보나쥬르 비건 그린티 워터크림 100ml,17000,39.0,12.0,85.0,28.0,71.0,2.0,715,실측
A000000163106,크림,록시땅,록시땅 시어 버터 울트라 리치 페이스 크림 50ml,49000,73.0,0.0,82.0,9.0,91.0,0.0,33,실측
A000000164251,크림,플리프,플리프 시카-알로에 프레쉬 수분크림 150ml,17500,36.0,22.0,72.0,42.0,50.0,8.0,780,실측
A000000164571,크림,믹순,믹순 콩 스틱 밤 11.5ml,29700,62.0,3.0,68.0,16.0,76.0,8.0,37,실측
A000000164574,크림,믹순,믹순 병풀 스틱 밤 11.5ml,29700,37.93,11.87,78.59,37.2,53.9,5.66,24,예측
A000000164614,크림,어바웃미,어바웃미 숲 진정 수분 크림 80ml (100시간 수분지속 진정크림),15600,22.0,25.0,81.0,53.0,46.0,1.0,757,실측
A000000165055,크림,바이오더마,[슬로우에이징]바이오더마 센시비오 디펜시브 리치 40ml,22000,54.0,4.0,79.0,32.0,66.0,2.0,302,실측
A000000167259,크림,OOTD,OOTD AM 인텐스 아이세럼 30ml,23100,35.0,14.0,83.0,14.0,46.0,40.0,147,실측
A000000167839,크림,달팡,달팡 하이드라스킨 리치/라이트 크림 50ml,40500,48.0,12.0,72.0,20.0,80.0,0.0,234,실측
A000000169180,크림,피지오겔,피지오겔 DMT 포맨 페이셜 크림 80ml,24000,39.0,7.0,67.0,29.0,70.0,1.0,511,실측
A000000169480,크림,아비브,[24시간수분잠금] 아비브 수분초 히알루론 크림 하이드레이팅 팟 80ml,24500,29.0,14.0,81.0,34.0,66.0,0.0,323,실측
A000000170025,크림,피캄,[대용량 속건조크림] 피캄 카토 크림 80ml,22750,36.0,15.0,77.0,40.0,58.0,2.0,81,실측
A000000170039,크림,닥터지,[트러블/세럼 증정] 닥터지 에이클리어 밸런싱 모이스처라이저 70ml 기획 (+세럼 10ml),29000,16.0,30.0,66.0,67.0,32.0,1.0,956,실측
A000000170299,크림,아비브,[24시간수분잠금] 아비브 수분초 히알루론 크림 하이드레이팅 팟 80ml 기획(+수분초 패드 10매 증정),24500,35.0,13.0,76.0,34.0,65.0,1.0,1222,실측
A000000171615,크림,허블룸,허블룸 콤부차 비건 콜라겐 크림 50ml,30400,43.0,4.0,81.0,14.0,77.0,9.0,205,실측
A000000171757,크림,닥터하스킨,[수분진정/민감성] 닥터하스킨 미라클아토 하이드로 크림 50ml,18810,39.0,6.0,87.0,22.0,75.0,3.0,740,실측
A000000172157,크림,루트리,루트리 오디베리 5중 모공 리프팅 크림 50ml,23800,26.0,20.0,88.0,23.0,52.0,25.0,356,실측
A000000173055,크림,라타플랑,[피지40%감소] 라타플랑 미나리 시카트러블 진정 수분크림 75ml,19200,31.0,13.0,85.0,46.0,52.0,1.0,1007,실측
A000000174406,크림,피부미,피부미 센텔루션 시카 크림 3X 100ml [지복합성],23500,25.0,18.0,73.0,61.0,38.0,1.0,80,실측
A000000174407,크림,피부미,피부미 센텔루션 시카 크림 3X 100ml [건성],23500,77.0,4.0,74.0,53.0,46.0,1.0,74,실측
A000000174707,크림,일소,[수부지 화잘먹 크림] 일소 데일리 모이스처 푸딩 크림 50ml,21000,43.63,8.66,83.43,20.92,81.58,0.48,26,예측
A000000174929,크림,폴라초이스,폴라초이스 C5 슈퍼 부스트 수분크림 50ml,60000,23.0,17.0,70.0,6.0,32.0,62.0,71,실측
A000000175198,크림,닥터자르트,[보습크림] 닥터자르트 세라마이딘 스킨 베리어 모이스처라이징 크림 50ml,51000,60.0,3.0,84.0,15.0,84.0,0.0,464,실측
A000000177794,크림,닥터자르트,[보습크림/한정기획] 닥터자르트 세라마이딘 스킨 베리어 모이스처라이징 크림 기획(50ml+15ml*2),51000,55.0,4.0,78.0,21.0,78.0,1.0,1455,실측
A000000180075,크림,CKD,CKD 레티노콜라겐 저분자 300 괄사 목주름 크림 50ml,19900,42.0,3.0,64.0,17.0,34.0,49.0,1135,실측
A000000180459,크림,스킨푸드,[NEW] 스킨푸드 로열허니 착한 수분 크림 100ml,18000,53.0,1.0,71.0,30.0,70.0,1.0,182,실측
A000000181121,크림,디오디너리,[눈가케어] 디오디너리 멀티-펩타이드 아이 세럼 15ml,38000,30.0,13.0,53.0,21.0,43.0,36.0,47,실측
A000000181124,크림,스킨푸드,[도토리크림] 스킨푸드 도토리 모공 탄력 크림 70ml,22400,27.0,10.0,73.0,36.0,41.0,23.0,190,실측
A000000181194,크림,닥터자르트,[강력진정/산뜻보습] 닥터자르트 시카페어 인텐시브 수딩 리페어 젤 크림 50ml,25000,28.0,21.0,91.0,65.0,34.0,1.0,94,실측
A000000182273,크림,마일드랩,[EGF판테놀/장벽] 마일드랩 블루센텔라 더마 리페어크림 50ml,24000,28.0,13.0,81.0,63.0,36.0,1.0,620,실측
A000000182584,크림,닥터자르트,[한정기획/산뜻수분진정] 닥터자르트 시카페어 인텐시브 수딩 리페어 젤 크림 기획(50ml+15ml*2ea),50000,27.0,16.0,72.0,64.0,34.0,2.0,635,실측
A000000184066,크림,세타필,[민감피부진정] 세타필 페이셜 수분크림 48g,25000,39.0,4.0,81.0,20.0,79.0,1.0,389,실측
A000000184770,크림,닥터자르트,[워터젤리/수분크림]닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 워터 크림 50ml,39000,35.0,13.0,71.0,28.0,71.0,1.0,380,실측
A000000184919,크림,시모먼트,시모먼트 아이 리프팅 롤러 세럼 15ml,28000,39.0,3.0,60.0,21.0,36.0,42.0,99,실측
A000000185121,크림,더마펌,[나띠PICK][진정크림] 더마펌 수분보습 진정 크림 50ml+50ml 기획,39000,39.0,8.0,72.0,39.0,57.0,4.0,230,실측
A000000185367,크림,배드스킨,배드스킨 콜라겐 밤 하이리프팅 크림100ml,20900,37.45,9.81,74.59,31.71,35.95,24.7,29,예측
A000000185456,크림,나인위시스,[수분톤업/화잘먹 톤프렙] 나인위시스 비건 화이트 톤업 크림 50ml,15800,30.0,8.0,73.0,15.0,25.0,60.0,2494,실측
A000000185807,크림,닥터트웬티프로젝트,닥터트웬티프로젝트 리프덤 오토 아이크림20ml,29400,41.0,6.0,85.0,8.0,33.0,59.0,569,실측
A000000186191,크림,디오디너리,[보습젤] 디오디너리 내추럴 모이스처라이징 팩터스 + 베타 글루칸 100ml,20500,40.36,13.1,79.4,28.36,72.94,0.14,26,예측
A000000186195,크림,숨37,숨37 워터풀 마린 릴리프 젤 크림 30ml/50ml 단품/기획,41600,43.0,2.0,86.0,27.0,73.0,0.0,43,실측
A000000188751,크림,몰바니,[김재원 PICK] 몰바니 아티초크 카밍 케어 수딩 크림 100ml,17900,39.0,14.0,82.0,42.0,57.0,1.0,1058,실측
A000000188971,크림,디마르3,디마르3 시타듀 실드 크림 70g,27200,10.0,39.0,80.0,62.0,34.0,4.0,91,실측
A000000189000,크림,라운드랩,[보습장벽] 라운드랩 약콩 판테놀 크림 80ml 1+1 기획,32300,46.0,5.0,79.0,20.0,79.0,1.0,1702,실측
A000000189170,크림,폴라초이스,폴라초이스 클리니컬 0.3% 레티놀 + 2% 바쿠치올 트리트먼트 30ml,99000,29.0,10.0,30.0,24.0,17.0,59.0,145,실측
A000000189587,크림,헤라,헤라 하이드로 리플렉팅 마이크로 크림 50ml,57600,64.0,4.0,82.0,16.0,80.0,4.0,50,실측
A000000190420,크림,어퓨,어퓨 마데카소사이드 테트라좀시카 크림 120ml,18620,27.0,21.0,82.0,54.0,44.0,2.0,153,실측
A000000191008,크림,눅스,[핑크빛생기아이크림]눅스 프로디쥬스 부스트 아이 밤 젤 15ml,34830,46.0,10.0,82.0,17.0,50.0,33.0,100,실측
A000000191027,크림,눅스,[생기부스팅크림] 눅스 프로디쥬스 부스트 글로우 부스팅 크림 40ml,44820,61.0,5.0,77.0,22.0,75.0,3.0,64,실측
A000000191796,크림,로벡틴,[응급진정/트러블케어] 로벡틴 시카케어 블레미쉬 클리어링 크림 50ml 리필기획 (+리필 40ml),25200,33.0,8.0,76.0,67.0,33.0,1.0,326,실측
A000000191805,크림,오휘,오휘 미라클 모이스처 세라마이드 부스팅 크림 50ml,57000,43.96,9.03,67.61,23.05,54.95,12.61,29,예측
A000000191823,크림,디마르3,[잡티케어] 디마르3 에트셀 멜라케어 크렘 65ml,46600,54.0,1.0,83.0,11.0,58.0,32.0,122,실측
A000000191912,크림,아비브,[토탈주름케어] 아비브 콜라겐 아이크림 부활초 튜브 30ml,26000,45.0,4.0,77.0,18.0,49.0,34.0,919,실측
A000000192057,크림,맥,MAC 하이퍼 리얼 스킨캔버스 밤,86000,48.59,8.61,73.47,20.02,68.52,14.49,5,예측
A000000192219,크림,SNP,SNP 골드 콜라겐 엑스퍼트 크림 50ml,24000,46.0,5.0,83.0,13.0,52.0,34.0,196,실측
A000000192300,크림,몰바니,[김재원 PICK] 몰바니 볼륨 인크리징 프로틴 크림 100ml,21900,49.0,4.0,87.0,12.0,75.0,13.0,807,실측
A000000192520,크림,로벡틴,[수분충전/세라마이드] 로벡틴 아쿠아 히알루로닉 수딩 크림 60ml,21600,35.0,11.0,76.0,22.0,76.0,1.0,84,실측
A000000197319,크림,오가나셀,오가나셀 펩타이드 리커버리 크림 50ml,51000,42.0,12.0,87.0,46.0,54.0,0.0,52,실측
A000000197320,크림,오가나셀,오가나셀 바이오 액티옴 크림 50ml,61000,39.79,8.18,75.74,24.06,56.98,17.53,1,예측
A000000197679,크림,닥터멜락신,닥터멜락신 비피 포어 베리어 크림 50g,20900,40.0,8.0,96.0,28.0,46.0,27.0,123,실측
A000000198026,크림,썸바이미,[다크서클 완화] 썸바이미 레티놀 인텐스 액션 아이크림 30ml,16300,38.84,8.7,71.78,32.66,33.0,19.77,19,예측
A000000198626,크림,비레디,[트러블 진정+모공 축소] 시카페인 트러블 리셋 크림,27900,27.0,15.0,64.0,69.0,28.0,2.0,130,실측
A000000198853,크림,테라로직,테라로직 피토세라 프로 안티옥시던트 10X 탄력리프팅 크림 50ml,48000,26.0,8.0,82.0,10.0,38.0,51.0,39,실측
A000000199254,크림,오휘,오휘 미라클 토닝 글로우 크림 60ml,74100,30.91,8.95,72.37,21.22,32.02,50.61,4,예측
A000000199404,크림,마녀공장,[속보습] 마녀공장 판테토인 크림 80ml,29200,51.0,5.0,79.0,21.0,79.0,0.0,1623,실측
A000000200145,크림,빌리프,[수분보습폭탄] 빌리프 아쿠아 밤 / 모이스춰라이징 밤 30ml 기획 (+뉴메로10 에센스 35ml),24500,52.0,5.0,86.0,15.0,85.0,0.0,773,실측
A000000200181,크림,닥터하우쉬카,닥터하우쉬카 로즈 데이 크림 오리지널 30ml,52000,84.0,0.0,81.0,8.0,92.0,0.0,37,실측
A000000200201,크림,닥터하우쉬카,닥터하우쉬카 로즈 데이 크림 라이트 30ml,52000,39.08,6.57,65.04,40.71,55.44,3.72,10,예측
A000000200480,크림,넘버즈인,[수딩진정] 넘버즈인 1번 판토텐산 액티브 수딩크림 80ml 기획 (+패드 6매),19500,17.0,31.0,75.0,63.0,36.0,1.0,11128,실측
A000000200584,크림,이지듀,[10분진정] 이지듀 베리어 리페어 보습케어 크림 50ml,24000,45.0,9.0,70.0,49.0,46.0,5.0,493,실측
A000000200804,크림,마몽드,[화잘먹 결크림] 마몽드 플로라 글로우 로즈 스무딩 크림 50ml,25900,50.0,4.0,76.0,20.0,76.0,4.0,282,실측
A000000201376,크림,리얼베리어,[튜브기획]/온라인단독] 리얼베리어 익스트림 크림 65ml 기획 (+25ml),27500,43.0,4.0,74.0,29.0,70.0,1.0,3423,실측
A000000202537,크림,더마토리,[1+1] 더마토리 히알샷 베리어 크림 B5 70ml 1+1 기획,30000,39.0,8.0,77.0,23.0,76.0,2.0,895,실측
A000000204308,크림,바이오힐보,[모공고민|화잘먹] 바이오힐보 프로바이오덤 콜라겐 리모델링 크림 [단품/증정기획],38000,38.0,8.0,67.0,24.0,52.0,24.0,1496,실측
A000000204627,크림,설화수,설화수 탄력크림EX (50ml/75ml 기획),90000,49.0,0.0,64.0,27.0,59.0,14.0,250,실측
A000000204640,크림,더후,더후 로얄레지나 에너제틱 리차징 크림 50ml,90000,48.61,5.08,72.32,32.53,54.89,15.98,0,예측
A000000204747,크림,AHC,[미백/단독기획]AHC 프로샷 글루타 브라이트 아이크림 포페이스 30ml기획 (+세럼10ml),23200,39.0,6.0,80.0,11.0,34.0,55.0,1011,실측
A000000204882,크림,AHC,AHC 콜라 쥬비네이션 리프트4 오버데이 나이트 트리트먼트밤 50ml,34000,51.0,6.0,89.0,9.0,56.0,34.0,132,실측
A000000204949,크림,센텔리안24,[1등 크림/진정흔적] 센텔리안24 마데카 크림 타임 리버스 50ml 더블 기획(+15ml*2),76000,49.0,5.0,77.0,29.0,61.0,10.0,8444,실측
A000000205098,크림,원진이펙트,원진이펙트 콜라겐 물방울 수분 크림 100g,17900,46.0,11.0,96.0,25.0,72.0,3.0,426,실측
A000000209092,크림,랩시리즈,랩시리즈 데일리 레스큐 에너자이징 젤크림 50ml,89000,38.26,11.48,75.77,20.98,36.06,21.84,28,예측
A000000209418,크림,제로이드,[2025 어워즈] 제로이드 인텐시브 크림 80ml,28800,55.0,4.0,80.0,27.0,72.0,1.0,5304,실측
A000000209590,크림,VT,[NEW/기미잡티케어] VT 티엑스토닝 크림 50ml,28800,29.0,8.0,71.0,14.0,31.0,55.0,87,실측
A000000209747,크림,제로이드,제로이드 수딩 크림 80ml,30000,32.0,16.0,77.0,38.0,62.0,1.0,2992,실측
A000000209889,크림,클리어디어,[수분충전] 클리어디어 미나리 딥 쿨 수딩 크림 30ml,21800,28.0,25.0,82.0,57.0,37.0,5.0,237,실측
A000000209906,크림,제로이드,제로이드 더마뉴얼 리페어 크림 15ml,15000,42.0,5.0,71.0,56.0,39.0,4.0,234,실측
A000000210054,크림,아누아,아누아 복숭아 나이아신아마이드 인리치드 크림 50mL,21500,33.0,6.0,65.0,30.0,54.0,17.0,54,실측
A000000210196,크림,마일드랩,[색소침착/미백] 마일드랩 딥 멜라케어 스팟 트리트먼트 오인트겔 20ml,26000,20.0,17.0,67.0,29.0,12.0,59.0,631,실측
A000000211006,크림,라네즈,[수부지/쿨링진정] 라네즈 워터뱅크 젤 크림 45ml 기획 (+25ml),29000,32.0,19.0,70.0,46.0,53.0,1.0,299,실측
A000000211548,크림,NDP,[리아킴PICK] NDP 엔디피 시카 바이오 플라센타 수분진정 크림 50ml,41000,56.0,9.0,92.0,29.0,70.0,1.0,534,실측
A000000211928,크림,LBB,[주름 강력개선]LBB 인텐시브 모이스처라이징 아이크림 15ml,38400,51.0,0.0,91.0,11.0,37.0,51.0,35,실측
A000000212882,크림,빌리프,[눈가탄력UP] 빌리프 아쿠아 밤 아이젤 15ml,28490,45.0,8.0,82.0,26.0,55.0,20.0,773,실측
A000000212912,크림,비플레인,[100시간보습] 비플레인 시카테롤 캡슐 베리어 크림 50ml,19200,46.0,14.0,73.0,41.0,54.0,5.0,78,실측
A000000213288,크림,오드로이,[화해 1위/화잘먹모공크림] 오드로이 블랙체리 모공수축크림 로프디 100ml 더블기획,56000,27.0,18.0,61.0,29.0,45.0,26.0,4180,실측
A000000213383,크림,더마라인,더마라인 디렉소 바이오 액티빙 PDRN 크림 100g,44100,58.0,5.0,94.0,7.0,73.0,20.0,91,실측
A000000213615,크림,샤이샤이샤이,[속광화잘먹] 샤이샤이샤이 리포좀 리페어 밀키 크림 50ml,19600,59.0,4.0,79.0,14.0,84.0,2.0,2180,실측
A000000213953,크림,연작,연작 카밍 앤 컴포팅 크림 60ml,45600,30.0,14.0,68.0,51.0,43.0,5.0,37,실측
A000000214159,크림,키엘,[산뜻 진정 장벽크림] 키엘 칼렌듈라 꽃잎 크림 50ml,62900,43.19,7.92,77.36,25.12,71.96,4.33,27,예측
A000000214181,크림,키엘,[8월올영픽/수부지 쿨링케어] 키엘 오일 프리 젤 크림 28ml/50ml/150ml (기획/단품),23200,18.0,34.0,69.0,35.0,62.0,3.0,107,실측
A000000214201,크림,케어놀로지,케어놀로지 리블루 울트라 리페어 크림 50ml,49000,43.31,7.52,77.25,27.22,60.56,7.21,18,예측
A000000214226,크림,포레스트 서울,포레스트 서울 히알 피톤시카 크림 50ml,17010,49.0,5.0,95.0,26.0,71.0,3.0,110,실측
A000000214262,크림,키엘,키엘 파워풀 스트렝스 라인 리듀싱 다크서클 디미니싱 비타민C 아이세럼 15ml,80750,29.45,11.9,65.91,39.29,22.03,34.06,11,예측
A000000214296,크림,톰,톰 이센셜리 에픽 레디언트 크림 50g,89000,37.15,12.74,76.67,26.51,50.4,18.17,14,예측
A000000214302,크림,코이,[고현정 PICK] 코이 플로우 셀코드 크라이오 크림 50ml,45000,46.35,5.94,73.21,23.65,74.97,9.54,8,예측
A000000214315,크림,닥터자르트,[보습크림]닥터자르트 세라마이딘 스킨 베리어 모이스처라이징 아이크림 15ml,45000,54.0,4.0,72.0,20.0,50.0,31.0,232,실측
A000000214633,크림,코이,[고현정 PICK] 코이 플로우 리프팅 랩핑 크림 50ml 기획 (+미니 크림 10ml 2ea),57000,64.0,3.0,75.0,10.0,63.0,26.0,8079,실측
A000000214636,크림,앰플엔,앰플엔 히알루론샷 수분 크림 60ml,18900,71.0,6.0,92.0,15.0,83.0,2.0,52,실측
A000000214989,크림,라운드랩,[속수분크림/리필] 라운드랩 자작나무 수분 크림 50ml 리필팩,14900,37.0,10.0,80.0,27.0,73.0,0.0,30,실측
A000000215147,크림,그라운드플랜,[데일리수분크림] 그라운드플랜 크림 50ml,36580,43.0,8.0,90.0,22.0,73.0,6.0,51,실측
A000000215463,크림,더말로지카,[진정/즉각수분] 더말로지카 듀얼 히알루론산 캄 워터 젤 크림 50ml,71000,31.0,12.66,75.35,50.87,42.09,4.16,0,예측
A000000216315,크림,아벤느,[손상/흔적 리페어]아벤느 시칼파트+ 블레미쉬 크림 40ml 더블 기획,32900,29.0,12.0,64.0,60.0,36.0,5.0,1144,실측
A000000216966,크림,헤브블루,[여드름성 피부적합] 헤브블루 피톤 스쿠아 히알 블루 젤크림 110ml,26700,25.0,20.0,84.0,74.0,25.0,1.0,463,실측
A000000219137,크림,셀올로지,셀올로지 블루 이레이저 크림 50ml,28900,35.43,12.81,75.12,25.74,39.12,28.62,24,예측
A000000219334,크림,SVR,[애프터 시카 밤]SVR 센시파인 뉴트리밤 40ml,26560,43.0,6.0,71.0,55.0,45.0,0.0,69,실측
A000000219475,크림,비원츠,[쿨링아이세럼] 비원츠 펩타이드-X 퍼밍 아이세럼스틱 15ml,25600,41.0,7.0,75.0,19.0,39.0,42.0,4684,실측
A000000221649,크림,테라로직,[주름탄력]테라로직 레티날 주름탄력 크림 12g+앰플4ml 기획,39000,45.0,6.0,67.0,15.0,34.0,51.0,140,실측
A000000222638,크림,이니스프리,[눈가생기] 이니스프리 그린티 히알루론산 글로우 아이&페이스볼 10ml,16100,34.0,17.0,57.0,32.0,43.0,25.0,125,실측
A000000222699,크림,스튜디오17,[스쿠알란/수분장벽] 스튜디오17 워터부스트 히알루론 수분크림 80ml,14900,49.0,8.0,79.0,19.0,78.0,2.0,279,실측
A000000222848,크림,파티온,[단독기획/수분충전템] 파티온 포도당 하이드로 크림 60ml 기획(+10ml),14800,51.0,10.0,90.0,18.0,82.0,0.0,2762,실측
A000000222945,크림,웰라쥬,[모공밴딩크림] 웰라쥬 하이퍼 펩타이드 밴디지 크림 50ml,19760,20.0,9.0,54.0,23.0,46.0,30.0,72,실측
