goods_no,카테고리,brand,name,sale_price,건성적합,지성적합,저자극,진정효과,보습효과,미백효과,리뷰수,출처
A000000185302,선크림,빌리프,빌리프 UV프로텍터 멀티 선 스크린 50ml,30800,32.08,13.02,71.49,46.9,25.95,27.22,22,예측
A000000185303,선크림,빌리프,빌리프 UV프로텍터 톤업 선 스크린 50ml,30800,34.0,4.0,57.0,34.28,27.41,30.45,94,실측
A000000186053,선크림,퓨어멜로우,퓨어멜로우 데일리 톤업 촉촉 선크림 50g,7900,32.0,21.0,70.0,28.76,35.46,29.08,128,실측
A000000186461,선크림,리쥬란,[지속율95.46%/광노화케어_신소재적용] 리쥬란 바이옴 힐러 유스 포뮬러 선크림 50ml,24600,40.0,10.0,60.0,19.05,43.29,38.55,52,실측
A000000187200,선크림,샤이샤이샤이,[광노화선케어] 샤이샤이샤이 인조이 더 선 유브이 프로텍션 크림 SPF50+ PA++++ 50ml,19800,40.0,7.0,78.0,28.67,29.51,39.8,210,실측
A000000187230,선크림,오휘,오휘 미라클 토닝 데일리 선 50ml,39900,51.0,6.0,85.0,22.36,31.57,45.94,99,실측
A000000187262,선크림,스킨앤랩,[촉촉화잘먹] 스킨앤랩 하이베리어 프레쉬 선로션 50ml,14080,51.0,3.0,86.0,19.97,47.53,36.3,82,실측
A000000187809,선크림,오휘,오휘 데이쉴드 퍼펙트 선 블랙 30ml,25600,33.0,9.0,51.0,28.41,44.1,25.76,43,실측
A000000188185,선크림,스킨푸드,[톤업선크림/용량UP] 스킨푸드 토마토 톤 업 선크림 50ml,16000,16.0,31.0,51.0,38.98,24.02,26.27,511,실측
A000000188376,선크림,하멜,[촉촉 비건 선크림] 하멜 비건 릴리프 워터 에센스 선크림 50ml,28000,39.0,9.0,86.0,32.75,24.74,38.45,758,실측
A000000188378,선크림,하멜,[화잘먹썬] 하멜 비건 아쿠아 글로우 선세럼 50ml,16500,41.0,9.0,91.0,36.97,38.82,31.83,251,실측
A000000188724,선크림,조선미녀,[화장착붙] 조선미녀 인삼선세럼 50ml,14700,62.0,6.0,74.0,30.92,25.45,44.67,81,실측
A000000190413,선크림,닥터지,[광노화선크림/UV에이징] 닥터지 블랙스네일 글루타치온 톤업 선 50ml,21900,40.0,4.0,72.0,24.25,35.6,30.92,412,실측
A000000200826,선크림,아넷사,[무기자차] 아넷사 미네랄 UV 선스크린 마일드 젤 90g,24000,27.0,11.0,70.0,61.28,26.37,15.31,79,실측
A000000201148,선크림,바이오더마,바이오더마 포토덤 스팟에이지 SPF50+ 40ml,36000,53.0,5.0,67.0,21.72,33.81,34.4,367,실측
A000000202360,선크림,메이크프렘,[결광톤업 무기자차] 메이크프렘 글로우 베이지 톤업 선크림 40ml+40ml,23500,37.0,8.0,70.0,29.96,36.15,30.24,1038,실측
A000000202426,선크림,에뛰드,[저자극/상앗빛 톤업] 에뛰드 순정 디렉터 톤업 수정 선크림 1+1 기획 (40ml x 2ea),22500,55.0,4.0,70.0,26.95,53.78,28.51,1496,실측
A000000203047,선크림,바이오더마,[리뉴얼]바이오더마 포토덤 아쿠아 플루이드 SPF50+ 40ml,33500,28.0,3.0,53.0,42.0,37.66,30.64,137,실측
A000000203707,선크림,어뮤즈,[몬치치콜라보] 어뮤즈 베이지 톤업 365 비건 선크림,19500,25.0,18.0,65.0,28.01,37.12,32.84,477,실측
A000000204642,선크림,더후,더후 공진향 진해윤 선퀴드 50ml,46800,41.64,6.22,69.13,22.95,33.58,30.0,5,예측
A000000204826,선크림,테라로직,테라로직 마데셀 더마 리페어 B5 톤업 선크림 50ml,21000,28.0,2.0,90.0,21.88,26.28,46.81,92,실측
A000000204879,선크림,토코보,[진정선세럼/저자극] 토코보 시카 카밍 선세럼 50mL SPF50+ PA++++,16800,39.0,12.0,80.0,23.01,35.14,39.83,700,실측
A000000205069,선크림,오휘,오휘 데이쉴드 선퀴드 50ml,36000,42.4,7.31,69.59,34.9,45.22,23.86,9,예측
A000000205615,선크림,로벡틴,[투명광채/화잘먹] 로벡틴 카밍 연꽃수 선크림 35ml 1+1 기획,23100,39.0,8.0,83.0,30.22,31.01,32.8,252,실측
A000000205628,선크림,에딧비,[진정/수분광채] 에딧비 선데이 시카 선세럼 55ml [SPF50+ PA++++],17500,43.0,8.0,79.0,25.67,36.63,37.01,3953,실측
A000000206121,선크림,셀퓨전씨,[톤결맞춤커버/화잘먹선베이스] 셀퓨전씨 톤업 선 베이스 SPF50+/PA++++ 40ml (4 colors),18900,36.0,5.0,73.0,19.88,44.77,36.69,624,실측
A000000206175,선크림,라타플랑,[모공보정/무기자차] 라타플랑 미나리 시카진정 포어리스 선크림,22500,18.0,19.0,82.0,24.64,25.5,38.29,91,실측
A000000206742,선크림,키스,[화잘먹 투명선케어] KEYTH키스 핑크데저트 선세럼50ml SPF50 PA++++,22400,40.0,7.0,58.0,30.48,25.77,33.53,282,실측
A000000206749,선크림,허블룸,허블룸 카밍 데이즈 비건 선스크린 50ml,19600,40.0,6.0,97.0,25.14,35.86,40.55,63,실측
A000000206750,선크림,허블룸,허블룸 데일리 톤업 비건 선스크린 50ml,19600,38.0,13.0,92.0,25.14,35.86,40.55,105,실측
A000000207140,선크림,피지오겔,피지오겔 레드수딩 AI 글로우업 썬스크린 30ml,28000,34.12,13.47,73.39,44.66,39.49,27.55,14,예측
A000000207202,선크림,믹순,믹순 병풀 선크림 50ml,25000,35.63,9.68,68.85,33.11,44.5,28.06,5,예측
A000000207901,선크림,아누아,[오선우pick/리뉴얼] 아누아 어성초 실키 모이스처 선크림 50ml 더블 기획,24500,44.0,6.0,78.0,16.62,31.42,38.49,3841,실측
A000000208192,선크림,아이레시피,[비건 무기자차] 아이레시피 마일드 히알루로닉 모이스트 업 선밀크 50ml,18000,47.0,9.0,86.0,22.37,48.67,29.69,80,실측
A000000208692,선크림,아이오페,[남성 전용 선크림] 아이오페 맨 컴파운드 선스크린 50ml,19600,26.0,13.0,59.0,32.67,44.39,27.58,95,실측
A000000208711,선크림,에끌라두,에끌라두 UV 오일프리 선크림 SPF50+ PA++++ 70g,36000,26.0,14.0,69.0,36.95,31.64,24.95,1082,실측
A000000208714,선크림,에끌라두,에끌라두 UV 톤업 커버 선크림 SPF50+/PA++++ 70g,36000,19.0,6.0,61.0,23.69,28.72,50.15,604,실측
A000000208731,선크림,스콧해미쉬,스콧해미쉬 클래식 골프 선크림 (SPF 50+ PA++++) 40ml,21000,39.27,7.87,75.99,24.99,32.9,36.28,3,예측
A000000208899,선크림,러븀,러븀 대나무 히알루론산 수분 선크림 50ml,18900,43.0,11.0,93.0,35.95,34.32,22.73,306,실측
A000000210163,선크림,피토메르,피토메르 선 베리어 모이스처라이징 프로텍티브 선스크린 50ml 더블 기획,55800,37.62,9.26,69.69,25.11,40.9,34.37,11,예측
A000000210322,선크림,벤튼,[수분 선크림] 벤튼 시카 수분 선세럼 SPF50+/PA++++ 50mL,18900,22.0,17.0,76.0,39.69,38.78,24.83,103,실측
A000000210324,선크림,벤튼,[톤업무기자차] 벤튼 스킨핏 미네랄 선크림 SPF50+/PA++++ 50mL,14200,12.0,31.0,62.0,32.66,29.89,32.81,52,실측
A000000210325,선크림,가히,[맑은피부/내추럴톤업] 가히 워터 홀딩 톤업 선세럼 50ml,36000,48.0,0.0,73.0,22.46,40.44,35.91,33,실측
A000000210326,선크림,가히,[수분자차/촉촉산뜻] 가히 아쿠아 쉴드 선로션 50ml,36000,44.8,5.31,77.62,24.7,37.39,36.01,5,예측
A000000210559,선크림,VT,VT 시카 선 에센스 100ml,27000,37.9,10.42,76.53,30.18,31.85,37.04,10,예측
A000000210660,선크림,설화수,설화수맨 본윤선크림 50ml,36000,38.12,11.11,71.64,24.71,36.33,35.4,9,예측
A000000210758,선크림,스킨1004,[쿨링] 스킨1004 마다가스카르 센텔라 티트리카 수딩 선 밀크 50ml,21000,44.0,12.0,86.0,28.51,33.19,41.06,180,실측
A000000210911,선크림,아이오페,[저자극/이지워시/장벽회복] 아이오페 UV쉴드 선앰플 40ml 기획(+선앰플20ml+레티놀세럼10ml),32000,49.0,6.0,77.0,30.62,36.52,38.59,3027,실측
A000000211132,선크림,비오템,비오템 UV 디펜스 브라이트닝 라이트 밀크 SPF50+ PA++++ 30ml,61200,33.52,9.31,67.99,35.87,45.32,27.64,6,예측
A000000211180,선크림,부쉬맨,[씨프렌들리] 부쉬맨 히알루론산 데일리 선크림 50ml 기획 (+ 20ml),16900,33.0,0.0,69.0,40.42,38.2,23.48,39,실측
A000000211214,선크림,디마르3,디마르3 DX 시타 듀 아쿠아 선세럼 50ml,36400,38.96,11.35,76.87,27.2,35.29,37.07,24,예측
A000000211379,선크림,빌리프,빌리프 UV프로텍터 아쿠아 밤 선 세럼 어드밴스드 50ml,30800,33.09,12.61,70.19,30.61,25.69,37.51,15,예측
A000000213190,선크림,커버서울,커버서울 베스티안 선스크린 SPF50+ PA++++ 50ml,22400,40.0,14.0,96.0,25.33,44.96,26.96,582,실측
A000000214249,선크림,엠도씨,엠도씨 선 스킨 플러스 크림 100ml 단품/기획 2종 택1,37000,17.0,6.0,89.0,24.45,37.2,33.15,427,실측
A000000214255,선크림,키엘,[쿨링자차] 키엘 울트라 라이트 데일리 유브이 디펜스 아쿠아 젤 30ml/60ml,56100,17.0,23.0,74.0,30.12,36.99,26.8,35,실측
A000000214256,선크림,키엘,[저자극 진정 자차] 키엘 수분 진정 선크림 30ml,37400,37.84,9.05,67.68,29.66,43.99,22.81,12,예측
A000000214631,선크림,마몽드,[수분진정] 마몽드 카밍 샷 아줄렌 선크림 35ml,11200,53.0,8.0,66.0,31.47,45.6,21.18,120,실측
A000000216232,선크림,더하르나이,[파데프리 광채]더하르나이 유브이아웃 톤업 선크림 50ml 1+1 기획,23800,14.0,7.0,88.0,30.13,31.97,30.41,200,실측
A000000216855,선크림,베라모어,[화잘먹/광노화] 베라모어 브라이트닝 광채 선세럼 50ml,21000,53.0,9.0,89.0,26.01,41.08,29.44,1875,실측
A000000217191,선크림,포트레,포트레 워터 베일 선크림 50ml,30400,55.0,9.0,95.0,25.04,38.35,30.08,517,실측
A000000217778,선크림,달바,[레드보정썬] 달바 그린 톤업 선크림 50ml,34000,30.0,10.0,71.0,25.17,35.46,35.54,363,실측
A000000217868,선크림,리얼베리어,[파데프리/모공결커버] 리얼베리어 피치 핏 톤업 선크림 50ml,20500,29.0,15.0,81.0,31.85,42.87,28.82,68,실측
A000000218313,선크림,알리,[메이크업UV] 알리 크로노 뷰티 컬러 온 UV 치크 선크림 3종 (핑크/오렌지/하이라이터),14700,36.0,8.0,80.0,37.88,48.33,20.45,368,실측
A000000218465,선크림,에스쁘아,에스쁘아 워터스플래쉬 선크림 톤업 래스팅 50ml,15400,19.0,34.0,51.0,28.01,35.94,29.37,398,실측
A000000218679,선크림,듀이트리,[리뉴얼/파데프리] 듀이트리 어반쉐이드 커버 앤 핏 선 40ml,13200,37.0,14.0,51.0,26.38,38.22,33.06,134,실측
A000000218812,선크림,셀퓨전씨,[맑은톤밀착썬/조앤프렌즈 콜라보] 셀퓨전씨 잡티 토닝 썬스크린 35ml 더블 기획 (+10ml+조앤프렌즈 캡 키링),23900,35.0,9.0,65.0,25.66,39.45,42.23,2753,실측
A000000219265,선크림,코스노리,[화잘먹선세럼] 코스노리 에어리 선세럼 50ml,22400,37.0,10.0,86.0,28.68,47.48,26.73,644,실측
A000000219266,선크림,코스노리,[보송톤업] 코스노리 에어리 톤업 선세럼 50ml,22400,30.0,19.0,77.0,29.2,36.46,28.18,139,실측
A000000219494,선크림,토리든,[톤업선크림/겉보속촉] 토리든 다이브인 퍼플 톤 업 선크림 60ml 증량 기획 (+20ml),17500,23.0,26.0,55.0,26.0,47.49,27.59,488,실측
A000000219495,선크림,토리든,[수분촉촉/화잘먹] 토리든 다이브인 워터리 핏 선세럼 50ml 증량 기획 (+20ml),19900,45.0,10.0,70.0,21.09,53.51,30.12,164,실측
A000000219905,선크림,토리든,[NEW] 토리든 다이브인 모이스처 선크림 60ml,25000,47.2,7.92,77.68,23.89,35.29,32.69,18,예측
A000000221747,선크림,비욘드,비욘드 엔젤아쿠아 올케어 수분 선크림 더블기획 (50ml+50ml),15300,39.0,6.0,69.0,36.53,38.16,26.63,216,실측
A000000222060,선크림,마몽드,[화잘먹 선세럼] 마몽드 플로라 글로우 로즈 틴티드 선세럼 35ml 기획 (+리퀴드 마스크 15ml),22500,39.0,12.0,66.0,18.48,52.24,32.12,166,실측
A000000222347,선크림,아넷사,[안티에이징] 아넷사 데이 세럼 N 30ml,37400,29.05,17.01,56.41,26.42,37.91,26.87,6,예측
A000000222727,선크림,라운드랩,[1+1] 라운드랩 동백 딥 콜라겐 탄력 선세럼 50ml+50ml 세트 기획,33900,46.0,1.0,55.0,18.97,38.08,41.9,1329,실측
A000000223292,선크림,니베아,[NEW] 니베아 선 울트라 센서티브 선 로션 200ml,23800,45.0,4.0,79.0,32.95,53.12,23.89,489,실측
A000000223802,선크림,쏘내추럴,[톤 맞춤 픽스 선크림] 쏘내추럴 올 데이 선 픽서 스킨 핏 베이지 SPF50+ PA++++ 50ml,15680,19.0,6.0,96.0,26.83,32.97,31.86,171,실측
A000000223805,선크림,SNP,[20ml 추가증정] SNP 선크림 2종 50ml+20ml(PDRN 선세럼/글루타치온 선크림),20250,42.0,4.0,82.0,22.9,40.84,26.84,489,실측
A000000223806,선크림,SNP,[파데프리]SNP 글루타치온 나이아신아마이드 UV 필터 토닝 선크림 50ml (+20ml),20250,29.0,13.0,65.0,31.1,24.21,30.92,30,실측
A000000224036,선크림,더샘,[모공밀착 보정]더샘 유브이 퍼펙션 포어리스 톤업 선 크림 50ml 1+1 기획,21000,4.0,36.0,55.0,24.8,35.33,40.72,52,실측
A000000224142,선크림,차앤박,[밀착장벽SUN] 차앤박 애프터레이 배리어 리페어링 선 50ml 더블기획,22500,67.0,1.0,81.0,19.75,35.22,34.02,314,실측
A000000224158,선크림,아도르,아도르 타마누 에어리 선스크린 SPF50+ PA++++ 50ml,24000,38.0,9.0,97.0,18.2,43.11,45.14,117,실측
A000000224163,선크림,싸이닉,싸이닉 UV 엑스퍼트 톤업 선 에센스 50ml,8900,39.0,2.0,69.0,23.43,34.93,30.6,54,실측
A000000224171,선크림,싸이닉,싸이닉 UV 엑스퍼트 리페어 선 에센스SPF50+PA++++ 50ml,8900,55.0,12.0,88.0,21.31,38.48,35.39,42,실측
A000000224418,선크림,바이오힐보,[탄탄선세럼] 바이오힐보 프로바이오덤 3D 리프팅 캡슐 선세럼 50mL,36000,39.0,1.0,62.0,34.35,36.88,29.05,71,실측
A000000224531,선크림,메디큐브,[수분진정/피지케어] 메디큐브 제로 모공 수분 선세럼 50ml,15900,53.0,19.0,65.0,28.06,38.95,38.17,43,실측
A000000224734,선크림,웰라쥬,[화잘먹] 웰라쥬 리얼 히알루로닉 블루 선크림 50ml,16630,49.0,7.0,78.0,29.83,30.33,34.08,1350,실측
A000000224857,선크림,비레디,[강력 방수 선크림] 비레디 스웻프루프 선크림,21800,43.54,8.1,66.12,22.65,48.45,23.8,28,예측
A000000225192,선크림,비긴스 바이 정샘물,[수분광선크림] 비긴스 바이 정샘물 블루 캐모마일 히알루론산 수분 선 크림 50ml,16940,48.0,6.0,86.0,18.84,45.09,33.03,109,실측
A000000225891,선크림,제로시피,제로시피 나노센텔라 선에센스 50ml,30800,52.0,5.0,82.0,32.74,36.05,29.84,283,실측
A000000225901,선크림,트러블레스,트러블레스 오일리스 마일드 워터 에어리 핏 선크림 77ml,28000,36.0,16.0,83.0,35.53,42.53,33.74,510,실측
A000000227068,선크림,유이크,[RIIZE은석PICK]유이크 바이옴 레미디 수분 선크림 50ml 기획 (보라 톤업선 20ml 증정),27000,37.0,9.0,92.0,22.9,37.66,42.63,344,실측
A000000228068,선크림,이지듀,[단독기획] 이지듀 멜라 비 토닝 유브이 선 세럼 40ml 2입 기획,29900,54.0,4.0,82.0,29.93,32.95,38.51,153,실측
A000000228575,선크림,바이오더마,바이오더마 시카비오 크림+ SPF 50+ 40ml,25500,47.0,4.0,74.0,25.63,48.32,34.68,491,실측
A000000229202,선크림,라비오뜨,라비오뜨 스킨 인핸서 콜라겐 톤 업 크림 40ml,16000,58.0,5.0,100.0,29.48,41.95,31.62,163,실측
A000000229321,선크림,온그리디언츠,[겉보속촉 선케어] 온그리디언츠 스킨 베리어 수분 선크림 기획 (50ml+20ml),19900,47.0,6.0,90.0,37.2,26.06,25.05,682,실측
A000000229364,선크림,아누아,[문동주pick/촉촉 선로션] 아누아 제로캐스트 데일리 투명 수분 선크림 50ml,15840,50.0,11.0,93.0,23.91,46.98,37.1,178,실측
A000000229398,선크림,LBB,[수분밀착 선크림]LBB 올 데이 에어 핏 선스크린 선크림 자외선차단제 50ml,29400,37.0,10.0,87.0,29.19,39.94,32.36,280,실측
A000000229437,선크림,코스알엑스,[단독기획] 코스알엑스 울트라 라이트 인비저블 선세럼 50ml 기획 (+15ml),10450,38.0,14.0,72.0,32.55,36.36,32.03,1499,실측
A000000229536,선크림,듀이트리,[리뉴얼/판테놀5%] 듀이트리 어반쉐이드 더마 판테놀5 수분 장벽 선 40ml,16500,28.0,9.0,75.0,38.32,37.04,17.59,32,실측
A000000229619,선크림,제나벨,제나벨 PDRN 듀이 톤업 선스크린 40ml,28000,50.0,8.0,82.0,18.22,49.19,34.7,165,실측
A000000229624,선크림,닥터엘시아,닥터엘시아 아쿠아 글로잉 선스크린 45ml,18750,60.0,9.0,96.0,25.98,43.47,27.31,45,실측
A000000229663,선크림,밈즈,[화잘먹썬] 밈즈 마일드 워터리 썬스크린 50ml,12900,47.0,8.0,93.0,34.76,28.77,30.91,1340,실측
A000000229803,선크림,유이크,유이크 바이옴 레미디 톤업 선크림 그린 50ml,21600,20.0,11.0,89.0,27.73,29.77,36.83,317,실측
A000000229927,선크림,스킨앤랩,[혼합자차/눈시림제로]스킨앤랩 베리어덤 컴포트 선크림50ml,18150,53.0,2.0,81.0,24.03,44.7,26.35,137,실측
A000000230214,선크림,메이크프렘,[대용량] 메이크프렘 히알 워터핏 선크림 100ml,20000,44.0,8.0,82.0,28.77,38.86,32.01,622,실측
A000000230227,선크림,듀댑,듀댑 시카티 카밍 아쿠아 선크림 50ml,23000,50.0,6.0,85.0,20.14,41.31,43.07,151,실측
A000000230229,선크림,듀댑,듀댑 시카티 선크림 50ml 2종 (톤업/아쿠아),23000,43.0,10.0,93.0,20.28,42.38,43.83,500,실측
A000000230503,선크림,달롭,[수분탄력/화잘먹썬] 달롭 리추얼 인비저블 UV 디펜스 50ml,23100,32.0,6.0,93.0,20.22,33.94,35.52,214,실측
A000000230611,선크림,라운드랩,[한겹밀착] 라운드랩 소나무 진정 시카 선크림 40ml,15900,46.0,10.0,74.0,26.04,31.27,34.25,84,실측
A000000230884,선크림,아렌시아,[PDRN 화잘먹 선세럼] 아렌시아 딥 워터 써지 선 세럼 50ml 1+1 기획,21380,53.0,5.0,88.0,23.25,36.36,40.65,44,실측
A000000230919,선크림,듀이트리,[리뉴얼/화잘먹선] 듀이트리 어반 쉐이드 수분 세럼 선 50ml 더블 기획,24000,56.0,6.0,69.0,19.14,35.54,45.43,473,실측
A000000231830,선크림,마녀공장,마녀공장 히알루론 하이드레이팅 선크림 50ml SPF50+ PA++++,26000,41.62,7.67,71.05,18.18,36.04,40.03,20,예측
A000000231940,선크림,유이크,유이크 톤업 선크림 그린 50ml 기획 (+수분선 20ml 증정),27000,29.0,16.0,72.0,21.5,44.37,40.37,444,실측
A000000233007,선크림,오휘,[NEW] 오휘 데이쉴드 퍼펙트 선 50ml 2종 택1,36000,32.39,12.7,69.28,28.96,49.7,33.11,5,예측
A000000233590,선크림,이즈앤트리,[NEW/3색톤업] 이즈앤트리 어니언 뉴페어 퍼플 톤업 선크림 50ml,18000,34.49,10.54,75.8,22.39,29.78,46.33,19,예측
A000000235109,선크림,리얼베리어,[수분장벽/포곤콜라보] 리얼베리어 세라 수분 장벽 선크림 50ml 기획 (+띠부실 랜덤 증정),19500,40.0,6.0,84.0,23.97,43.66,34.62,171,실측
A000000235505,선크림,티르티르,[NEW] 티르티르 에어 핏 히아시스 선크림 50ml,20000,43.47,8.52,75.56,23.52,42.5,36.58,4,예측
A000000235506,선크림,티르티르,[NEW] 티르티르 에어 핏 히아시스 선세럼 50ml,20000,39.19,8.98,76.44,23.06,39.63,41.3,5,예측
A000000236501,선크림,헤라,헤라 UV프로텍터 부스팅 베이스 35ml,49300,41.67,7.16,75.96,24.28,33.8,35.18,0,예측
A000000236530,선크림,닥터바이오,[수분/진정/온가족] 닥터바이오 에코 선 모이스처라이저 100g,18500,38.0,3.0,82.0,41.24,38.09,18.81,73,실측
A000000236979,선크림,달바,[광노화선] 달바 비타 캡슐 안티에이징 선크림 듀오 기획 (50ml+50ml),51000,45.0,3.0,59.0,30.26,42.18,26.72,756,실측
A000000237839,선크림,누메,[청담샵PICK/잡티커버] 누메 파데프리 콜라겐 톤업 선크림 50ml,27200,23.0,6.0,81.0,24.81,38.32,33.42,210,실측
A000000238174,선크림,랑콤,랑콤 UV 엑스퍼트 선크림 6종 택1 (30ml/50ml),48450,26.0,5.0,51.0,27.41,36.04,30.25,267,실측
A000000239955,선크림,키노닉스,[포실톤업] 키노닉스 토마토 로지 톤업 선크림 50g (SPF50+/PA++++),12800,29.0,7.0,95.0,24.13,31.62,34.59,107,실측
A000000239958,선크림,키노닉스,[저자극/데일리] 키노닉스 토마토 그린 에어핏 선크림 50g (SPF50+/PA++++),12800,26.0,11.0,87.0,28.44,40.97,34.76,54,실측
A000000240071,선크림,파파레서피,[비건 쌀 PDRN] 파파레서피 라이스 블레미쉬 딥 모이스트 선 크림 50ml,12400,47.82,7.7,81.25,22.42,39.41,36.39,1,예측
A000000240083,선크림,파파레서피,[올영 단독/비건 쌀 PDRN] 파파레서피 라이스 블레미쉬 딥 모이스트 선크림 50ml 더블기획,22430,48.0,2.0,91.0,22.42,39.41,36.39,44,실측
A000000240101,선크림,오버랩스,오버랩스 엑토인 모이스트 선크림 50ml,21000,52.0,5.0,94.0,31.69,30.98,36.8,662,실측
A000000240459,선크림,톤핏선,[바캉스톤업/청초쌩얼] 톤핏선 비건 청초 톤업선크림 50ml,16800,43.0,8.0,94.0,16.54,31.69,41.79,572,실측
A000000240489,선크림,오브제,오브제 모이스처데일리선크림 50ml,17900,31.0,9.0,75.0,26.96,33.34,27.19,35,실측
A000000242494,선크림,헤라,헤라 UV프로텍터 코렉팅 베이스 35ml 2 Colors (코렉팅/부스팅),49300,39.16,12.96,74.6,29.41,41.49,23.25,13,예측
A000000242582,선크림,오데어,오데어 엔더믹 EGF 앰플 선세럼 45ml,34850,39.0,6.0,89.0,23.63,36.89,35.4,109,실측
A000000242584,선크림,오데어,오데어 올데이 마일드 선크림 50ml,29750,35.95,12.61,80.04,26.83,40.44,28.37,25,예측
A000000242741,선크림,브루케시아,브루케시아 글로우 톤업 선세럼 45ml,19200,55.0,7.0,93.0,23.75,34.46,37.76,424,실측
A000000243812,선크림,아로셀,[눈시림ZERO/기미개선] 아로셀 멜라 TXA 선세럼 40ml,30000,44.0,5.0,82.0,25.37,42.94,39.85,143,실측
A000000244975,선크림,하루하루원더,하루하루원더 블랙라이스 모이스처 에어리핏 데일리 선스크린 50ml,23400,39.0,6.0,86.0,30.44,35.07,37.23,139,실측
A000000245671,선크림,아이레시피,[파데프리] 아이레시피 바이브 업 틴티드 선비비 스타리핑크/오로라블루 40ml,21000,27.0,9.0,83.0,24.77,42.12,36.95,493,실측
A000000246585,선크림,퓨리토 서울,퓨리토서울 데일리 소프트 터치 선크림 SPF50+ PA++++ 60 mL,20800,43.0,13.0,86.0,35.48,43.82,17.93,118,실측
A000000247674,선크림,메이크프렘,[탄력선세럼]메이크프렘 NMN 텐션 업 선세럼 50ml 기획 (+20ml),26000,41.0,4.0,87.0,26.23,33.23,40.25,85,실측
A000000248224,선크림,아비브,[화잘먹/촉촉산뜻] 아비브 수분초 히알루론 선세럼 워터리 튜브 50ml,25000,35.0,4.0,79.0,23.4,44.22,31.41,252,실측
A000000248225,선크림,아비브,[톤업/파데프리] 아비브 글루타치온좀 CC 선크림 토닝 튜브 50ml,25000,33.0,13.0,68.0,28.39,23.82,44.39,1147,실측
A000000248549,선크림,딘시,딘시 프리미엄 비건 워터프루프 선세럼 50ml,15000,38.78,8.4,76.93,25.93,30.52,34.98,2,예측
A000000248590,선크림,헤라,헤라 UV프로텍터 6종 기획/단품,34000,31.0,6.0,63.0,25.98,25.64,35.43,407,실측
A000000248689,선크림,키엘,[8월올영픽/콜라겐 선케어] 키엘 베터 스크린 UV 선 세럼 50ml,56680,36.34,12.9,70.17,43.97,35.36,31.89,7,예측
A000000248778,선크림,듀이트리,[리뉴얼/산뜻보송] 듀이트리 어반쉐이드 안티폴루션 톤업 선 50ml,14400,22.0,13.0,53.0,27.83,35.16,36.6,274,실측
A000000248920,선크림,아누아,[문동주pick/프라이머썬] 아누아 제로캐스트 포어 블러링 매트 프라이머 선젤 50ml,19500,22.0,25.0,84.0,54.18,32.06,18.08,51,실측
A000000249664,선크림,비디비치,[증정기획] 비디비치 얼티밋 워터리 에센셜 선크림 60ml 기획/단품,24800,53.0,7.0,93.0,19.37,45.57,39.44,255,실측
A000000250429,선크림,아넷사,[톤업] 아넷사 브라이트닝 UV 선스크린 젤 NA 90g 기획 (+15g*2ea),22080,36.0,10.0,59.0,24.35,38.6,27.47,39,실측
A000000250450,선크림,바이오더마,[NEW] 바이오더마 포토덤 엑스디펜스 울트라 플루이드 SPF50+ 인비저블 40ml,35000,39.0,12.0,83.0,46.5,37.29,29.96,291,실측
A000000251952,선크림,메노킨,[10ml 추가증정]메노킨 30초 글로우 앤 클리어 젤 선크림 50ml 6종택1,23000,69.0,12.0,95.0,33.48,41.12,32.33,226,실측
A000000252088,선크림,휩드,[쿨링진정] 휩드 머그트리 비건 쿨링 수분 선크림 50ml,20800,20.0,27.0,91.0,19.43,36.39,38.74,44,실측
A000000252287,선크림,에스네이처,[1등 쌩얼천재 톤업썬] 에스네이처 아쿠아 365 글로우 핏 톤업선 40ml,17900,39.0,6.0,86.0,31.1,41.78,31.21,84,실측
A000000252680,선크림,크리니크,[NEW] 크리니크 올케어썬프라이머 SPF 50 PA++++ 30ml,34000,34.04,13.25,71.19,34.87,27.0,30.35,4,예측
A000000253005,선크림,메노킨,메노킨 30초 글로우 앤 클리어 젤 선크림 50ml 모이스트,28000,65.0,12.0,94.0,32.92,28.39,29.89,51,실측
A000000253006,선크림,메노킨,메노킨 30초 글로우 앤 클리어 젤 선크림 50ml 브라이트,28000,83.0,5.0,98.0,29.32,40.28,29.07,40,실측
A000000253026,선크림,메노킨,메노킨 30초 글로우 앤 클리어 젤 선크림 50ml 톤업,28000,56.0,6.0,92.0,25.3,46.03,25.75,36,실측
A000000253210,선크림,비긴스 바이 정샘물,[청담PICK/핑크톤업] 비긴스 바이 정샘물 히알루론산 수분 톤업 선크림 50ml,18000,40.0,3.0,88.0,22.25,49.04,29.78,142,실측
A000000253295,선크림,닥터지,[화잘먹/수분촉촉선] 닥터지 스킨부스트 PDRN 선세럼 50ml +10ml 증정 기획,21500,35.0,14.0,62.0,19.77,38.24,41.1,4277,실측
A000000253514,선크림,리얼베리어,[흔적개선] 리얼베리어 시카 그린 톤업 선크림 50ml,20500,28.35,20.24,74.37,30.27,30.74,29.87,6,예측
A000000253613,선크림,니베아,[NEW/ 글로벌 1위] 니베아 선 프로텍트 앤 모이스춰 선 로션 100ml,17800,29.8,9.75,63.65,31.22,45.0,27.32,24,예측
A000000254022,선크림,식물나라,[NEW/안심자차]식물나라 온가족 이지워시 선 크림 50ml 2입,17800,36.81,12.23,74.04,42.67,48.56,14.69,19,예측
