성분코드,성분명,영문명,CAS,구명칭,배합목적
22221,에스에이치-올리고펩타이드-19에스피,sh-Oligopeptide-19 SP,,,피부컨디셔닝제(기타)
22220,에스에이치-올리고펩타이드-20에스피,sh-Oligopeptide-20 SP,,,피부컨디셔닝제(기타)
22219,에스에이치-올리고펩타이드-21에스피,sh-Oligopeptide-21 SP,,,피부컨디셔닝제(기타)
22218,에스에이치-올리고펩타이드-22에스피,sh-Oligopeptide-22 SP,,,피부컨디셔닝제(기타)
22217,에스에이치-올리고펩타이드-23에스피,sh-Oligopeptide-23 SP,,,피부컨디셔닝제(기타)
22216,에스에이치-올리고펩타이드-24에스피,sh-Oligopeptide-24 SP,,,피부컨디셔닝제(기타)
22215,에스에이치-올리고펩타이드-25에스피,sh-Oligopeptide-25 SP,,,피부컨디셔닝제(기타)
22214,에스에이치-폴리펩타이드-120,sh-Polypeptide-120,,,피부컨디셔닝제(기타)
22207,일본잎갈나무가지/잎오일,,,,피부컨디셔닝제(기타);착향제
22206,리기다소나무잎오일,,,,피부컨디셔닝제(기타);착향제
22205,배초향오일,,,,피부컨디셔닝제(기타);착향제
22204,산구절초오일,,,,피부컨디셔닝제(기타);착향제
22203,상산잎오일,,,,피부컨디셔닝제(기타);착향제
22202,순비기나무열매오일,Vitex Rotundifolia Fruit Oil,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제
22201,스트로브잣나무잎오일,,,흰소나무잎오일,피부컨디셔닝제(기타);착향제
22200,잣나무잎오일,,,,피부컨디셔닝제(기타);착향제
22199,진귤껍질오일,,,,피부컨디셔닝제(기타);착향제
22198,갯기름나물오일,,,갯기름나무오일,피부컨디셔닝제(기타);착향제
22197,자작나무목부추출물,,,,피부컨디셔닝제(기타)
22193,아세틸올리고펩타이드-181,Acetyl Oligopeptide-181,,,피부컨디셔닝제(기타)
22191,(아몬드/보리지/아마/올리브)애씨드/글리세라이즈,Almond/Borage/Linseed/Olive Acids/Glycerides,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);산화방지제;헤어컨디셔닝제
22190,아세토박터/바실러스/감발효여과물,Acetobacter/Bacillus/Diospyros Kaki Fruit Ferment Filtrate,,,피부컨디셔닝제(기타);헤어컨디셔닝제
22188,감국추출물,Chrysanthemum Indicum Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제;산화방지제
22184,아세틸트립토판,Acetyl Tryptophan,1218-34-4,,피부컨디셔닝제(기타);피부보호제;보습제
22182,데실폴리글리세릴-3다이메티콘,Decyl Polyglyceryl-3 Dimethicone,2408479-00-3,,피부컨디셔닝제(기타);계면활성제(유화제);계면활성제(용해보조제);계면활성제(분산제);점도증가제(수성);헤어컨디셔닝제
22181,폴리글리세릴-3다이메티콘,Polyglyceryl-3 Dimethicone,2408478-98-6,,피부컨디셔닝제(기타);계면활성제(유화제);계면활성제(세정제);계면활성제(용해보조제);계면활성제(분산제);점도증가제(수성);헤어컨디셔닝제
22176,치마버섯균사체,Schizophyllum Commune Mycelium,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);보습제
22175,알-(에스에이치-폴리펩타이드-19데카펩타이드-40),r-(sh-Polypeptide-19 Decapeptide-40),,,피부컨디셔닝제(기타)
22174,알-(에스에이치-폴리펩타이드-62데카펩타이드-40),r-(sh-Polypeptide-62 Decapeptide-40),,,피부컨디셔닝제(기타)
22168,박하꽃/잎/줄기추출물,,,,피부컨디셔닝제(기타)
22167,펜타펩타이드-69,Pentapeptide-69,,,피부컨디셔닝제(기타)
22166,헥사펩타이드-73,Hexapeptide-73,,,피부컨디셔닝제(기타)
22165,다마스크장미캘러스세포외소포,Rosa Damascena Callus Extracellular Vesicles,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부컨디셔닝제(수분차단제);피부보호제;보습제
22163,알-(에스에이치-올리고펩타이드-4데카펩타이드-40),r-(sh-Oligopeptide-4 Decapeptide-40),,,피부컨디셔닝제(기타)
22162,하이드롤라이즈드시베리아파인씨드케이크추출물,Hydrolyzed Pinus Sibirica Seedcake Extract,,,피부컨디셔닝제(기타)
22160,니코티아나 벤타미아나헥사펩타이드-40에스에이치-폴리펩타이드-76,Nicotiana Benthamiana Hexapeptide-40 sh-Polypeptide-76,,,피부컨디셔닝제(기타)
22159,아세틸에스에이치-헥사펩타이드-5아마이드아세테이트,Acetyl sh-Hexapeptide-5 Amide Acetate,,,피부컨디셔닝제(기타)
22158,팔미토일옥타펩타이드-24,Palmitoyl Octapeptide-24,,,피부컨디셔닝제(기타)
22157,팔미토일올리고펩타이드-78,Palmitoyl Oligopeptide-78,,,피부컨디셔닝제(기타)
22156,팔미토일헵타펩타이드-27,Palmitoyl Heptapeptide-27,,,피부컨디셔닝제(기타)
22154,지리산오갈피나무가지추출물,Eleutherococcus Divaricatus Branch Extract,,,피부컨디셔닝제(기타)
22151,비쑥잎/갯질경잎/홈삼뿌리/지채잎추출물,,,,피부컨디셔닝제(기타)
22150,갈색종이비늘버섯배양여과물,,,,피부컨디셔닝제(기타);피부보호제
22149,인체제대중간엽줄기세포배양액추출물,Human Umbilical Mesenchymal Stem Cell Conditioned Media Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
22145,베르가못민트잎오일,,,,피부컨디셔닝제(기타)
22144,구상나무잎오일,,,,피부컨디셔닝제(기타)
22143,왕초피나무열매오일,,,,피부컨디셔닝제(기타)
22142,탈라소스피라 그시아메넨시스용해물,Thalassospira Xiamenensis Lysate Extract,,,피부컨디셔닝제(기타)
22140,에스-에이치아이브이-1올리고펩타이드-7에스에이치-올리고펩타이드-1에스피,s-HIV-1 Oligopeptide-7 sh-Oligopeptide-1 SP,,,피부컨디셔닝제(기타);피부보호제
22139,에스-에이치아이브이-1올리고펩타이드-6에스에이치-올리고펩타이드-1에스피,s-HIV-1 Oligopeptide-6 sh-Oligopeptide-1 SP,,,피부컨디셔닝제(기타);피부보호제
22138,키위줄기추출물,Actinidia Chinensis (Kiwi) Stem Extract,,,피부컨디셔닝제(기타);피부보호제
22137,팔미토일테트라펩타이드-72아마이드,Palmitoyl Tetrapeptide-72 Amide,,,피부컨디셔닝제(기타)
22133,보검선인장줄기,Opuntia Ficus-Indica Stem,90082-21-6,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);보습제;헤어컨디셔닝제
22132,마리아나가문비나무껍질추출물,Picea Mariana Bark Extract,91722-19-9,,피부컨디셔닝제(기타);산화방지제
22131,갈락토올리고사카라이즈,Galactooligosaccharides,,,피부컨디셔닝제(기타);보습제
22130,락토바실러스/(녹차/약모밀잎/소엽잎추출물)발효여과물,,,,피부컨디셔닝제(기타)
22128,(영지버섯균사체/차가버섯균사체/진흙버섯균사체)배양추출물,,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);피부컨디셔닝제(수분차단제);피부보호제;보습제;산화방지제;헤어컨디셔닝제
22122,랑샷잎추출물,Lansium Domesticum Leaf Extract,,랑샷잎추출물,피부컨디셔닝제(기타)
22121,하이드록시메틸옥틸페놀,Hydroxy Methyloctylphenol,,,피부컨디셔닝제(기타)
22117,황칠나무잎소포,Dendropanax Morbiferus Leaf Vesicles,,,피부컨디셔닝제(기타);피부보호제
22115,효모/트랜스갈락토실레이티드락토오스발효여과추출물,Saccharomyces/Transgalactosylated Lactose Ferment Filtrate Extract,,,피부컨디셔닝제(기타);보습제
22110,가시딸기잎/줄기추출물,Rubus Pungens Leaf/Stem Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
22109,에스알-(거미폴리펩타이드-1올리고펩타이드-178),sr-(Spider Polypeptide-1 Oligopeptide-178),,에스알-(긴호랑거미폴리펩타이드-1올리고펩타이드-178),피부컨디셔닝제(기타);피부보호제;분산제(비계면활성제)
22108,까마귀쪽나무열매추출물,Litsea Japonica Fruit Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
22107,헥사펩타이드-69D-트립토파닐다이펩타이드-47아마이드,Hexapeptide-69 D-Tryptophanyl Dipeptide-47 Amide,,,피부컨디셔닝제(기타)
22105,트라이펩타이드-1다이메틸아미노에틸에스터,Tripeptide-1 Dimethylaminoethyl Ester,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);피부보호제;보습제
22096,에스알-히드라충폴리펩타이드-1,Sr-Hydrozoan Polypeptide 1,9007-34-5,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제;피막형성제;헤어컨디셔닝제
22095,로즈마리노일테트라펩타이드-75,Rosmarinoyl Tetrapeptide-75,,,피부컨디셔닝제(기타);산화방지제
22094,뉴질랜드삼잎추출물,Phormium Tenax Leaf Extract,,,피부컨디셔닝제(기타)
22093,피엔에이-27카복시에틸플루오렌,PNA-27 Carboxyethyl Fluorene,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
22092,에스에이치-폴리펩타이드-121,sh-Polypeptide-121,9007-34-5,,피부컨디셔닝제(기타);피막형성제
22088,바실러스/작두콩씨발효추출물,Bacillus/Canavalia Ensiformis Seed Ferment Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제
22078,참외수,,,,피부컨디셔닝제(기타)
22077,진세노사이드알지1,Ginsenoside Rg1,22427-39-0,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
22076,진세노사이드알에이치1,Ginsenoside Rh1,63223-86-9,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
22075,진세노사이드알지2,Ginsenoside Rg2,52286-74-5,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
22074,무궁화가지/뿌리추출물,,,,피부컨디셔닝제(기타)
22073,노간주나무가지/잎추출물,,,,피부컨디셔닝제(기타)
22072,실레인트라이올멜라니네이트,Silanetriol Melaninate,,,피부컨디셔닝제(기타);헤어컨디셔닝제
22070,갈락토미세스세포외소포,Galactomyces Extracellular Vesicles,,,피부컨디셔닝제(기타);피부컨디셔닝제(수분차단제)
22069,팔미토일테트라펩타이드-20아마이드,Palmitoyl Tetrapeptide-20 Amide,,,피부컨디셔닝제(기타);헤어컨디셔닝제
22067,진세노사이드알이,Ginsenoside Re,52286-59-6,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
22066,진세노사이드알디,Ginsenoside Rd,52705-93-8,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
22065,진세노사이드알에이치4,Ginsenoside Rh4,174721-08-5,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
22064,진세노사이드알지6,Ginsenoside Rg6,147419-93-0,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
22063,진세노사이드알지4,Ginsenoside Rg4,126223-28-7,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
22062,계요동추출물,Paederia Foetida Extract,,,피부컨디셔닝제(기타)
22061,큰비자나무추출물,Torreya Grandis Extract,,,피부컨디셔닝제(기타)
22059,올리고펩타이드-179에스에이치-올리고펩타이드-1에스피,Oligopeptide-179 sh-Oligopeptide-1 SP,,,피부컨디셔닝제(기타);피부보호제
22058,에스-에이치아이브이-1올리고펩타이드-4에스피,s-HIV-1 Oligopeptide-4 SP,,,피부컨디셔닝제(기타);피부보호제
22057,에스-에이치아이브이-1올리고펩타이드-3에스피,s-HIV-1 Oligopeptide-3 SP,,,피부컨디셔닝제(기타);피부보호제
22056,에스-에이치아이브이-1올리고펩타이드-2에스피,s-HIV-1 Oligopeptide-2 SP,,,피부컨디셔닝제(기타);피부보호제
22052,잔대추출물,,,,피부컨디셔닝제(기타)
22047,(영지버섯균사체/차가버섯균사체/진흙버섯균사체)배양물,,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;산화방지제
22045,베르가못캘러스추출물,Monarda Didyma Callus Extract,91722-89-3,,피부컨디셔닝제(기타)
22037,팔미토일옥타펩타이드-40,Palmitoyl Octapeptide-40,,팔미토일옥타펩타이드-1K,피부컨디셔닝제(기타)
22033,바실러스/줄작두콩씨발효여과물,,,,피부컨디셔닝제(기타)
22032,돌외잎수,,,,피부컨디셔닝제(기타)
22030,아비시니안케일씨오일피토스테롤에스터즈,Crambe abyssinica seed oil phytosterol esters,1204225-86-4,,피부컨디셔닝제(기타);유화안정제;피막형성제;헤어컨디셔닝제
22028,바실러스/왕벚나무잎추출물/글리세린발효여과물,Bacillus/Prunus Yedoensis Leaf Extract/Glycerin Ferment Filtrate,,바실러스/왕벚나무잎추출물발효여과물,피부컨디셔닝제(기타);피부보호제;보습제
22027,치스투스 몬스펠리엔시스꽃/잎/줄기추출물,Cistus Monspeliensis Flower/Leaf/Stem Extract,93165-05-0,,피부컨디셔닝제(기타)
22026,람부탄씨추출물,Nephelium Lappaceum Seed Extract,,,피부컨디셔닝제(기타)
22022,콘민트잎수,,,,피부컨디셔닝제(기타)
22021,페리스테리아 엘라타잎,,,,피부컨디셔닝제(기타)
22020,방풍캘러스배양액,,,,피부컨디셔닝제(기타);피부보호제;산화방지제
22019,석창포캘러스배양액,Acorus Gramineus Callus Culture Conditioned Media,,,피부컨디셔닝제(기타);피부보호제;산화방지제
22018,석창포캘러스추출물,Acorus Gramineus Callus Extract,,,피부컨디셔닝제(기타);피부보호제;산화방지제
22017,아스퍼질러스/흑미강발효추출물,Aspergillus/Rice Bran Ferment Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);보습제
22015,락토바실러스/감초뿌리추출물발효여과물,Lactobacillus/Licorice Root Extract Ferment Filtrate,,,피부컨디셔닝제(기타)
22014,메틸/페닐폴리실세스퀴옥세인,Methyl/Phenyl Polysilsesquioxane,67763-03-5,,피부컨디셔닝제(기타);미끄럼조정제/활택제
22013,에스쿨레틴,Esculetin,305-01-1,,피부컨디셔닝제(기타)
22012,코코일하이드롤라이즈드엘라스틴,Cocoyl Hydrolyzed Elastin,162353-74-4,,피부컨디셔닝제(기타);피막형성제;헤어컨디셔닝제
22011,아세로라즙/까무까무펄프/말토덱스트린추출물,,,,피부컨디셔닝제(기타)
22008,락토바실러스/사탕무뿌리발효여과물,,,,피부컨디셔닝제(기타)
22007,불수귤나무열매추출물,Citrus Medica Sarcodactylis Fruit Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
22004,효모/은발효물,Saccharomyces/Silver Ferment,,,피부컨디셔닝제(기타)
22003,포피라334올리고펩타이드-180,Porphyra 334 Oligopeptide-180,,,피부컨디셔닝제(기타);피부보호제;산화방지제;헤어컨디셔닝제
22002,올리고펩타이드-180포피라334,Oligopeptide-180 Porphyra 334,,,피부컨디셔닝제(기타);피부보호제;산화방지제;헤어컨디셔닝제
22000,락토바실러스/라이시니바실러스/(유자/율무씨/허니서클꽃/댑싸리열매/현삼)추출물/수크로오스발효추출여과물,Lactobacillus/Lysinibacillus/(Citrus Junos Fruit/Coix Lacryma-Jobi Ma-yuen Seed/Honeysuckle Flower/Kochia Scoparia Fruit/Scrophularia Buergeriana) Extract/Sucrose Ferment Extract Filtrate,,,피부컨디셔닝제(기타);피부보호제
21997,바실러스/마늘발효여과물,,,,피부컨디셔닝제(기타);피부보호제
21996,흑삼추출물,Panax Ginseng Root Extract,,,피부컨디셔닝제(기타)
21995,레몬그라스잎수,Cymbopogon Citratus Leaf Water,89998-14-1,,피부컨디셔닝제(기타);산화방지제
21994,약모밀꽃/잎추출물,Houttuynia Cordata Flower/Leaf Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);피부컨디셔닝제(수분차단제);피부보호제;보습제;산화방지제;산화제;헤어컨디셔닝제
21990,데커시놀피리디닐비닐카바메이트,Decursinol Pyridinylvinyl Carbamate,,,피부컨디셔닝제(기타);산화방지제
21989,녹용중간엽세포세포외소포,Deer Velvet Mesenchymal Cell Extracellular Vesicles,,,피부컨디셔닝제(기타);헤어컨디셔닝제
21987,연꽃추출물,Nelumbo Nucifera Extract,85085-51-4 (generic),,피부컨디셔닝제(기타);산화방지제
21982,락토바실러스/인삼뿌리/싹추출물발효추출여과물,Lactobacillus/Panax Ginseng Root/Sprout Extract Ferment Extract Filtrate,,락토바실러스/(인삼싹/뿌리)추출물발효여과물,피부컨디셔닝제(기타)
21981,바실러스/하수오뿌리추출물발효여과물,Bacillus/Polygonum Multiflorum Root Extract Ferment Filtrate,,,피부컨디셔닝제(기타)
21980,바실러스/불가리스쑥추출물발효여과물,Bacillus/Artemisia Vulgaris Extract Ferment Filtrate,,,피부컨디셔닝제(기타)
21979,효모/녹차/오카무라큰실말/쌀발효여과물,Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate,,,피부컨디셔닝제(기타)
21977,인체피부섬유아세포유도다분화능세포배양액,Human Dermal Fibroblast Cell Induced Multipotent Cell Culture Conditioned Media,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);피부보호제;보습제;헤어컨디셔닝제
21976,C12-17알킬케텐다이머,C12-17 Alkyl Ketene Dimer,"68390-56-7
84989-41-3",,피부컨디셔닝제(기타);헤어컨디셔닝제;모발고정제
21975,페로세닐메틸메타크릴레이트/메타크릴릭애씨드코폴리머,Ferrocenylmethyl Methacrylate/Methacrylic Acid Copolymer,,,피부컨디셔닝제(기타)
21969,바실러스/락토바실러스/삼뿌리발효추출물,,,,피부컨디셔닝제(기타)
21964,라우로일메틸글루카마이드라우레이트,Lauroyl Methylglucamide Laurate,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
21963,콜라겐수,Collagen Water,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
21960,고들빼기추출물,Crepidiastrum Sonchifolium Extract,,,피부컨디셔닝제(기타);산화방지제
21957,로즈마리잎/줄기수,Rosmarinus Officinalis (Rosemary) Leaf/Stem Water,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);피부컨디셔닝제(수분차단제);보습제;헤어컨디셔닝제
21956,인체단핵세포배양액추출물,Human Mononuclear Cell Conditioned Media Extract,,,피부컨디셔닝제(기타);피부보호제
21955,아세틸에스에이치-헥사펩타이드-8에스피,Acetyl sh-Hexapeptide-8 SP,,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
21951,클로렐라 불가리스에스에이치-올리고펩타이드-1,Chlorella Vulgaris sh-Oligopeptide-1,,,피부컨디셔닝제(기타);보습제;산화방지제;헤어컨디셔닝제
21950,클로렐라 불가리스에스에이치-폴리펩타이드-14,Chlorella Vulgaris sh-Polypeptide-14,,,피부컨디셔닝제(기타);보습제;산화방지제;헤어컨디셔닝제
21937,효모/엉겅퀴꽃추출물발효여과물,,,,피부컨디셔닝제(기타)
21936,락토코쿠스/자란뿌리/황련뿌리/황벽나무껍질/장엽대황뿌리/황금뿌리발효여과물,,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
21935,아스코빌석시노일테트라펩타이드-21,Ascorbyl Succinoyl Tetrapeptide-21,,,피부컨디셔닝제(기타);산화방지제
21931,D-페닐알라닐트라이펩타이드-75,D-Phenylalanyl Tripeptide-75,,,피부컨디셔닝제(기타)
21930,월계수잎/줄기수,Laurus Nobilis Leaf/Stem Water,84603-73-6,,피부컨디셔닝제(기타)
21928,가는장구채추출물,Silene Seoulensis Extract,,,피부컨디셔닝제(기타)
21927,노루오줌전초추출물,Astilbe Chinensis Extract,,,피부컨디셔닝제(기타)
21926,트라넥사모일테트라펩타이드-51,Tranexamoyl Tetrapeptide-51,,,피부컨디셔닝제(기타);보습제
21925,올리고펩타이드-133트라이펩타이드-44타이로시닐D-알라닐트라이펩타이드-76,Oligopeptide-133 Tripeptide-44 Tyrosinyl D-Alanyl Tripeptide-76,,,피부컨디셔닝제(기타)
21923,[(영지버섯균사체/현미발효물)/(진흙버섯균사체/현미발효물)/(바실러스/꼬시래기잎/줄기발효물)/(바실러스/다시마잎/줄기발효물)/(바실러스/창자파래잎/줄기발효물)/(바실러스/미역잎/줄기발효물)/(바실러스/비피도박테리움/락토바실러스/스트렙토코쿠스/현미/프룩토올리고사카라이드발효물)/사과즙/포도즙/패각가루/물]발효물,,,[(영지버섯균사체/현미발효물)/(진흙버섯균사체/현미발효물)/(바실러스/꼬시래기잎/줄기발효물)/(바실러스/다시마잎/줄기발효물)/(바실러스/창자파래잎/줄기발효물)/(바실러스/미역잎/줄기발효물)/(바실러스/비피도박테리움/락토바실러스/스트렙토코쿠스/현미/프룩토올리고사카라이드발효물)/사과즙/포도즙/패각가루/정제수]발효물,피부컨디셔닝제(기타);보습제
21922,귀리꽃/잎/줄기추출물,Avena Sativa (Oat) Flower/Leaf/Stem Extract,84012-26-0,,피부컨디셔닝제(기타);수렴제
21919,작약캘러스배양여과물,,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21918,꽃송이버섯균사체추출물,Sparassis Crispa Mycelium Extract,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21917,송이버섯균사체추출물,Tricholoma Matsutake Mycelium Extract,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21916,영지버섯균사체추출물,,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21915,뽕나무버섯발효여과물,Armillaria Mellea Ferment Filtrate,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21914,뽕나무버섯균사체추출물,Armillaria Mellea Mycelium Extract,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21913,아까시재목버섯발효여과물,Perenniporia Fraxinea Ferment Filtrate,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21912,아까시재목버섯균사체추출물,Perenniporia Fraxinea Mycelium Extract,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21910,낙지다리전초추출물,Penthorum Chinense Extract,,,피부컨디셔닝제(기타);피부보호제;보습제
21909,폴리비닐리덴다이플루오라이드,Polyvinylidene Difluoride,24937-79-9,,피부컨디셔닝제(기타);결합제;미끄럼조정제/활택제
21906,트라이펩타이드-77발린아마이드,Tripeptide-77 Valinamide,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);보습제;산화방지제
21901,바이페닐아제파닐메탄온,Biphenyl Azepanyl Methanone,1910069-14-5,,피부컨디셔닝제(기타);피부보호제
21897,칸디다/가르시니아발효물,Candida/Garcinia Cambogia Ferment,,,피부컨디셔닝제(기타)
21895,쌀단백질추출물,Oryza Sativa (Rice) Seed Protein Extract,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21893,백리향꽃/잎/줄기추출물,,,,피부컨디셔닝제(기타);산화방지제
21887,비피도박테리움/비터오렌지꽃추출물발효여과물,,,,피부컨디셔닝제(기타)
21880,바실러스/폴릭애씨드발효여과추출물,Bacillus/Folic Acid Ferment Filtrate Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제;산화방지제
21879,바실러스/둥굴레추출물/화산재발효여과물,Bacillus/Polygonatum Odoratum Extract/Volcanic Ash Ferment Filtrate,,,피부컨디셔닝제(기타)
21876,인카르나타시계꽃잎추출물,,,,피부컨디셔닝제(기타)
21873,프세우도윈테라 콜로라타잎추출물,Pseudowintera Colorata Leaf Extract,,,피부컨디셔닝제(기타)
21871,양까막까치밥나무씨오일/올리브오일/아미노프로판다이올에스터,Black Currant Seed Oil/Olive Oil/Aminopropanediol Esters,,,피부컨디셔닝제(기타)
21868,만삼추출물,Codonopsis Pilosula Extract,,,피부컨디셔닝제(기타)
21865,화남풍나무/풍나무수지오일,Liquidambar Acalycina/Formosana Resin Oil,,,피부컨디셔닝제(기타);착향제
21864,로즈마리잎/줄기오일,Rosmarinus Officinalis (Rosemary) Leaf/Stem Oil,,,피부컨디셔닝제(기타);산화방지제
21863,사슴뿔피/세포배양액,Deer Antler Blood/Cell Culture Conditioned Media,,,피부컨디셔닝제(기타);헤어컨디셔닝제
21861,석결명추출물,Senna Occidentalis Extract,,,피부컨디셔닝제(기타)
21857,자주방아풀잎/줄기추출물,Isodon Serra Leaf/Stem Extract,,,피부컨디셔닝제(기타)
21856,바실러스/율무씨추출물/화산재발효여과물,Bacillus/Coix Lacryma-Jobi Ma-yuen Seed Extract/Volcanic Ash Ferment Filtrate,,,피부컨디셔닝제(기타)
21851,꽃단풍나무추출물,Acer Rubrum Extract,2140147-16-4,,피부컨디셔닝제(기타)
21848,바실러스/인삼열매추출발효여과물,Bacillus/Panax Ginseng Berry Extract Ferment Filtrate,,,피부컨디셔닝제(기타)
21847,락토바실러스/(왜당귀/천궁/스페인감초/작약)뿌리/오미자열매발효추출여과물,Lactobacillus/(Angelica Acutiloba/Cnidium Officinale/Glycyrrhiza Glabra/Paeonia Albiflora) Root/ Schisandra Chinensis Fruit Ferment Extract Filtrate,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
21846,보로조열매추출물,Alibertia Patinoi Fruit Extract,,,피부컨디셔닝제(기타)
21845,야콘잎추출물,Smallanthus Sonchifolius Leaf Extract,,,피부컨디셔닝제(기타)
21844,이사첸키아/감발효추출물,,,,피부컨디셔닝제(기타);산화방지제
21843,피토스테릴글루코사이드/글루코실세라마이드,Phytosteryl Glucoside/Glucosylceramide,1623405-25-3,,피부컨디셔닝제(기타);피부보호제
21842,쑥잎오일,Artemisia Princeps Leaf Oil,,,피부컨디셔닝제(기타);피부보호제
21839,글리세올린스,Glyceollins,"57103-57-8 (isomer) 
61080-23-7 (isomer) 
67314-98-1 (isomer)",,피부컨디셔닝제(기타);피부보호제
21837,팔미토일에스에이치-트라이펩타이드-5노르아이소류실에스에이치-노나펩타이드-1,Palmitoyl sh-Tripeptide-5 Norisoleucyl sh-Nonapeptide-1,,,피부컨디셔닝제(기타)
21836,팔미토일에스에이치-옥타펩타이드-24아마이드,Palmitoyl sh-Octapeptide-24 Amide,,,피부컨디셔닝제(기타)
21835,캐모마일꽃/잎/줄기오일,Anthemis Nobilis Flower/Leaf/Stem Oil,8015-92-7 (generic),,피부컨디셔닝제(기타);착향제
21829,페퍼민트줄기추출물,Mentha Piperita (Peppermint) Stem Extract,84082-70-2 (generic),,피부컨디셔닝제(기타);산화방지제;감미제
21825,트라우스토키트리움속에이티씨씨26185오일,Thraustochytrium sp. ATCC 26185 Oil,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);보습제;산화방지제
21822,흑노호뿌리수,,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
21821,흑노호잎/뿌리수,,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
21820,흑노호잎수,,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
21819,흑노호꽃수,,,,피부컨디셔닝제(기타)
21818,솜대잎추출물,,,,피부컨디셔닝제(기타)
21816,에버라스팅꽃/잎/줄기오일,Helichrysum Italicum Flower/Leaf/Stem Oil,"90045-56-0 (generic)
8023-95-8 (generic)",,피부컨디셔닝제(기타);착향제;감미제
21815,달버지아 올리베리추출물,Dalbergia Oliveri Extract,,,피부컨디셔닝제(기타)
21812,에스에이치-펜타펩타이드-12에스피,sh-Pentapeptide-12 SP,,,피부컨디셔닝제(기타)
21808,락토바실러스/(한련초잎/검정콩/수세미오이잎/뽕나무잎/열매/모란꽃/호장근줄기/쇠비름잎/싹/줄기/지황뿌리/형개꽃이삭/황금뿌리)추출물발효물,,,락토바실러스/(한련초잎/검정콩/수세미오이잎/뽕나무잎/열매/모란꽃/호장근줄기/쇠비름잎/싹/줄기/지황뿌리/헝개꽃이삭/황금뿌리)추출물발효물,피부컨디셔닝제(기타);헤어컨디셔닝제
21802,흑노호꽃추출물,,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
