성분코드,성분명,영문명,CAS,구명칭,배합목적
4367,피이지/피피지-12/16다이메티콘,PEG/PPG-12/16 Dimethicone,,피이지/피피지-12/16디메치콘,피부컨디셔닝제(기타);계면활성제(유화제);미끄럼조정제/활택제;기포방지제
4360,피이지-9폴리다이메틸실록시에틸다이메티콘,PEG-9 Polydimethylsiloxyethyl Dimethicone,,피이지-9폴리디메칠실록시에칠디메치콘,피부컨디셔닝제(기타);계면활성제(유화제)
4358,건조난황,Dried Egg Yolk,,,피부컨디셔닝제(기타);헤어컨디셔닝제
4349,피이지-8트라이플루오로프로필다이메티콘코폴리머,PEG-8 Trifluoropropyl Dimethicone Copolymer,,피이지-8트리플루오로프로필디메치콘코폴리머,피부컨디셔닝제(기타);헤어컨디셔닝제
4335,등대풀추출물,Euphorbia Helioscopia Extract,,,피부컨디셔닝제(기타)
4324,등골나물아재비잎추출물,Ageratum Conyzoides Leaf Extract,85480-32-6,,피부컨디셔닝제(기타)
4313,들쭉나무열매추출물,Vaccinium Uliginosum Berry Extract,,,피부컨디셔닝제(기타)
4291,들깨잎추출물,Perilla Ocymoides Leaf Extract,90082-61-4,,피부컨디셔닝제(기타)
4280,들깨오일,Perilla Ocymoides Seed Oil,,,피부컨디셔닝제(기타)
4231,피이지-8세틸다이메티콘,PEG-8 Cetyl Dimethicone,,피이지-8세틸디메치콘,피부컨디셔닝제(기타)
4226,드래곤스블러드수지추출물,Croton Lechleri Resin Extract,,,피부컨디셔닝제(기타)
4223,피이지-11메틸에터다이메티콘,PEG-11 Methyl Ether Dimethicone,68938-54-5(generic),피이지-11메칠에텔디메치콘,피부컨디셔닝제(기타);계면활성제(유화제);헤어컨디셔닝제
4222,피이지-10메틸에터다이메티콘,PEG-10 Methyl Ether Dimethicone,68938-54-5(generic),피이지-10메칠에텔디메치콘,피부컨디셔닝제(기타);계면활성제(유화제);헤어컨디셔닝제
4221,피이지-9메틸에터다이메티콘,PEG-9 Methyl Ether Dimethicone,68938-54-5(generic),피이지-9메칠에텔디메치콘,피부컨디셔닝제(기타);계면활성제(유화제);헤어컨디셔닝제
4215,듀럼밀추출물,Triticum Turgidum Durum (Wheat) Seed Extract,,,피부컨디셔닝제(기타)
4204,둥근잎나팔꽃추출물,Ipomoea Purpurea Extract,,,피부컨디셔닝제(기타)
4171,두충추출물,Eucommia Ulmoides Extract,,두충나무추출물,피부컨디셔닝제(기타)
4165,피이지-14다이메티콘,PEG-14 Dimethicone,68937-54-2(generic),피이지-14디메치콘,피부컨디셔닝제(기타);헤어컨디셔닝제
4164,피이지-12다이메티콘,PEG-12 Dimethicone,68937-54-2(generic),피이지-12디메치콘,피부컨디셔닝제(기타);헤어컨디셔닝제
4163,피이지-10다이메티콘,PEG-10 Dimethicone,68937-54-2(generic),피이지-10디메치콘,피부컨디셔닝제(기타);헤어컨디셔닝제
4162,피이지-9다이메티콘,PEG-9 Dimethicone,68937-54-2(generic),피이지-9디메치콘,피부컨디셔닝제(기타);헤어컨디셔닝제
4161,피이지-8다이메티콘,PEG-8 Dimethicone,68937-54-2(generic),피이지-8디메치콘,피부컨디셔닝제(기타);헤어컨디셔닝제
4160,두충잎추출물,Eucommia Ulmoides Leaf Extract,223749-00-6 (generic),두충나무잎추출물,피부컨디셔닝제(기타)
4158,피이지-3다이메티콘,PEG-3 Dimethicone,68937-54-2(generic),피이지-3디메치콘,피부컨디셔닝제(기타);헤어컨디셔닝제
4152,소듐하이알루로네이트크로스폴리머-6,Sodium Hyaluronate Crosspolymer-6,,피이지-9디글리시딜에텔/소듐하이알루로네이트크로스폴리머,피부컨디셔닝제(기타)
4149,두충나무껍질추출물,Eucommia Ulmoides Bark Extract,,,피부컨디셔닝제(기타);피부보호제;산화방지제
4138,두송열매추출물,Juniperus Communis Fruit Extract,84603-69-0,,피부컨디셔닝제(기타);착향제
4137,운카리아 린코필라추출물,Uncaria Rhynchophylla Extract,,갬비어추출물,피부컨디셔닝제(기타)
4115,두르빌라이아 안타르티카추출물,Durvillaea Antarctica Extract,,두르빌레아 안타르티카추출물,피부컨디셔닝제(기타)
4105,두날리엘라 살리나추출물,Dunaliella Salina Extract,,,피부컨디셔닝제(기타)
4094,돼지감자뿌리추출물,Helianthus Tuberosus Root Extract,,,피부컨디셔닝제(기타)
4075,피씨에이에틸코코일알지네이트,PCA Ethyl Cocoyl Arginate,,피씨에이에칠코코일알지네이트,피부컨디셔닝제(기타);헤어컨디셔닝제
4074,피씨에이다이메티콘,PCA Dimethicone,179005-03-9,피씨에이디메치콘,피부컨디셔닝제(기타);헤어컨디셔닝제
4072,동아열매추출물,Benincasa Cerifera Fruit Extract,,,피부컨디셔닝제(기타)
4061,피버퓨추출물,Chrysanthemum Parthenium (Feverfew) Extract,89997-65-9,,피부컨디셔닝제(기타)
4059,피멘토열매추출물,Pimenta Officinalis (Pimento) Fruit Extract,84929-57-7,,피부컨디셔닝제(기타)
4055,피리독신다이카프릴레이트,Pyridoxine Dicaprylate,106483-04-9,피리독신디카프릴레이트,피부컨디셔닝제(기타);헤어컨디셔닝제
4051,동아씨추출물,Benincasa Cerifera Seed Extract,,,피부컨디셔닝제(기타)
4048,피나무목부추출물,Tilia Cordata Wood Extract,84929-52-2,피나무추출물,피부컨디셔닝제(기타)
4041,플렉트란투스 바르바투스뿌리추출물,Plectranthus Barbatus Root Extract,,플렉트란서스 바투스뿌리추출물,피부컨디셔닝제(기타)
4038,블론드실리엄씨추출물,Plantago Ovata Seed Extract,90082-86-3,플랜틴씨추출물,피부컨디셔닝제(기타)
4031,불가리스앵초추출물,Primula Vulgaris Extract,84604-06-8,프림로즈추출물,피부컨디셔닝제(기타)
4029,동백나무잎추출물,Camellia Japonica Leaf Extract,223748-13-8 (generic),,피부컨디셔닝제(기타)
4028,개청각추출물,Codium Tomentosum Extract,223749-84-6,,피부컨디셔닝제(기타)
4027,프리클리페어열매추출물,Opuntia Tuna Fruit Extract,,,피부컨디셔닝제(기타)
4026,프리클리페어꽃/줄기추출물,Opuntia Tuna Flower/Stem Extract,,,피부컨디셔닝제(기타)
4025,프리지아추출물,Freesia Refracta Extract,,프리지어추출물,피부컨디셔닝제(기타)
4024,알바프리지어추출물,Freesia Alba Flower Extract,,프리지어꽃추출물,피부컨디셔닝제(기타)
4020,프롤릴히스타민에이치씨엘,Prolyl Histamine HCl,,,피부컨디셔닝제(기타)
4017,동백나무씨추출물,Camellia Japonica Seed Extract,,,피부컨디셔닝제(기타)
3995,동백나무꽃수,Camellia Japonica Flower Water,,동백꽃수,피부컨디셔닝제(기타)
3988,프로폴리스왁스,Propolis Wax,"85665-41-4
9009-62-5",,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
3984,돌외추출물,Gynostemma Pentaphyllum Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);피부보호제;보습제;수렴제;산화방지제;헤어컨디셔닝제
3974,푸쿠스 세라투스추출물,Fucus Serratus Extract,94167-02-9,푸쿠스세라투스추출물,피부컨디셔닝제(기타)
3973,돌외잎추출물,Gynostemma Pentaphyllum Leaf Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부보호제;수렴제;산화방지제
3970,푸른연꽃추출물,Nymphaea Caerulea Flower Extract,,푸른연꽃추출물,피부컨디셔닝제(기타)
3969,푸른연꽃수,Nymphaea Caerulea Flower Water,,푸른연꽃수,피부컨디셔닝제(기타)
3968,코르텔루스 쉬이타케추출물,Corthellus Shiitake (Mushroom) Extract,,표고버섯추출물,피부컨디셔닝제(기타)
3958,폴리퍼플루오로아이소프로필에터,Polyperfluoroisopropyl Ether,,폴리퍼플루오로이소프로필에텔,피부컨디셔닝제(기타);피부컨디셔닝제(수분차단제)
3956,폴리퍼플루오로에톡시메톡시다이플루오로메틸다이스테아라마이드,Polyperfluoroethoxymethoxy Difluoromethyl Distearamide,220207-10-3,폴리퍼플루오로에톡시메톡시디플루오메칠디스테아라마이드,피부컨디셔닝제(기타);점도증가제(비수성)
3955,폴리퍼플루오로에톡시메톡시다이플루오로메틸에터,Polyperfluoroethoxymethoxy Difluoromethyl Ether,161075-02-1,폴리퍼플루오로에톡시메톡시디플루오로메칠에텔,피부컨디셔닝제(기타);헤어컨디셔닝제
3954,폴리퍼플루오로메틸아이소프로필에터,Polyperfluoromethylisopropyl Ether,69991-67-9,폴리퍼플루오로메칠이소프로필에텔,피부컨디셔닝제(기타);피부컨디셔닝제(수분차단제)
3951,돌꽃추출물,Rhodiola Sachalinensis Extract,,,피부컨디셔닝제(기타);헤어컨디셔닝제
3950,폴리쿼터늄-74,Polyquaternium-74,,,피부컨디셔닝제(기타);헤어컨디셔닝제;모발고정제
3943,독일가문비잎추출물,Picea Abies Leaf Extract,,,피부컨디셔닝제(기타)
3921,독일가문비싹추출물,Picea Abies Bud Extract,91770-69-3,,피부컨디셔닝제(기타)
3920,개양귀비꽃잎추출물,Papaver Rhoeas Petal Extract,84696-43-5,,피부컨디셔닝제(기타)
3909,코토니추출물,Kappaphycus Alvarezii Extract,1220882-73-4,도티추출물,피부컨디셔닝제(기타)
3887,도코사헥사에노익애씨드,Docosahexaenoic Acid,"25167-62-8
32839-18-2",,피부컨디셔닝제(기타)
3876,복숭아씨추출물,Prunus Persica (Peach) Kernel Extract,84012-34-0(generic),도인추출물,피부컨디셔닝제(기타)
3838,폴리락틱애씨드,Polylactic Acid,"33135-50-1
26811-96-1
26680-10-4
9051-89-2
26917-25-9",,피부컨디셔닝제(기타);연마제
3836,폴리다이하이드록시인돌,Polydihydroxyindole,8049-97-6,폴리디하이드록시인돌,피부컨디셔닝제(기타)
3832,덴드로븀 팔라에노프시스꽃추출물,Dendrobium Phalaenopsis Flower Extract,,덴드로븀꽃추출물,피부컨디셔닝제(기타)
3818,폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘,Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone,,폴리글리세릴-3폴리디메칠실록시에칠디메치콘,피부컨디셔닝제(기타);계면활성제(유화제);계면활성제(세정제);계면활성제(용해보조제);점도증가제(수성);헤어컨디셔닝제
3765,덱스트란설페이트,Dextran Sulfate,9042-14-2,,피부컨디셔닝제(기타);결합제
3746,폴리글리세릴-3다이실록세인다이메티콘,Polyglyceryl-3 Disiloxane Dimethicone,,폴리글리세릴-3디실록산디메치콘,피부컨디셔닝제(기타);계면활성제(유화제);계면활성제(용해보조제);점도증가제(수성);헤어컨디셔닝제
3743,7-데하이드로콜레스테롤,7-Dehydrocholesterol,434-16-2,,피부컨디셔닝제(기타);점도증가제(비수성)
3715,포르피리듐 크루엔툼추출물,Porphyridium Cruentum Extract,223751-77-7 (generic),포피리듐 크루엔툼추출물,피부컨디셔닝제(기타)
3713,포르피라 움빌리칼리스추출물,Porphyra Umbilicalis Extract,,포피라 움빌리칼리스추출물,피부컨디셔닝제(기타)
3711,포타슘하이알루로네이트,Potassium Hyaluronate,31799-91-4,,피부컨디셔닝제(기타)
3698,개암풀열매추출물,Psoralea Corylifolia Fruit Extract,,보골지열매추출물,피부컨디셔닝제(기타)
3687,데카펩타이드-4,Decapeptide-4,,,피부컨디셔닝제(기타)
3676,데카르복시카르노신에이치씨엘,Decarboxy Carnosine HCl,57022-38-5,데카복시카르노신에이치씨엘,피부컨디셔닝제(기타)
3672,포타슘메톡시살리실레이트,Potassium Methoxysalicylate,152312-71-5,,피부컨디셔닝제(기타)
3668,포타슘라우로일밀아미노산,Potassium Lauroyl Wheat Amino Acids,,,피부컨디셔닝제(기타);계면활성제(세정제);헤어컨디셔닝제
3666,포타슘다이메티콘피이지-7판네닐포스페이트,Potassium Dimethicone PEG-7 Panthenyl Phosphate,,포타슘디메치콘피이지-7판테닐포스페이트,피부컨디셔닝제(기타);헤어컨디셔닝제
3665,데저트샌드버베나잎추출물,Abronia Villosa Leaf Extract,,,피부컨디셔닝제(기타)
3655,데이지꽃추출물,Bellis Perennis (Daisy) Flower Extract,84776-11-4,,피부컨디셔닝제(기타)
3654,포도주,Wine,,,피부컨디셔닝제(기타)
3647,포도덩굴추출물,Vitis Vinifera (Grape) Vine Extract,85594-37-2,,피부컨디셔닝제(기타)
3642,민들레전초추출물,Taraxacum Platycarpum Extract,,포공영추출물,피부컨디셔닝제(기타)
3641,마디풀추출물,Polygonum Aviculare Extract,84604-04-6,편축추출물,피부컨디셔닝제(기타)
3638,편백잎추출물,Chamaecyparis Obtusa Leaf Extract,91745-97-0 (generic),편백나무잎추출물,피부컨디셔닝제(기타)
3608,페퍼민트추출물,Mentha Piperita (Peppermint) Extract,84082-70-2,,피부컨디셔닝제(기타)
3600,데실옥사졸리다이논,Decyloxazolidinone,,데실옥사졸리디논,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);계면활성제(용해보조제);가소제
3599,마스터워트잎추출물,Peucedanum Ostruthium Leaf Extract,90082-65-8,페우세디눔 오스트루튬잎추출물,피부컨디셔닝제(기타)
3598,페릴알데하이드,Perillaldehyde,2111-75-3,,피부컨디셔닝제(기타);착향제
3589,데실글루코사이드,Decyl Glucoside,"141464-42-8 (generic)
58846-77-8
68515-73-1 (generic)",,피부컨디셔닝제(기타);계면활성제(세정제);유화안정제
3588,유럽개암잎추출물,Corylus Avellana (Hazelnut) Leaf Extract,84012-21-5,개암잎추출물,피부컨디셔닝제(기타)
3587,페닐프로필디메틸실록시실리케이트,Phenylpropyldimethylsiloxysilicate,207692-01-1,페닐프로필디메칠실록시실리케이트,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피막형성제;헤어컨디셔닝제
3573,퍼플테프로시아씨추출물,Tephrosia Purpurea Seed Extract,,테프로시아 푸르푸레아씨추출물,피부컨디셔닝제(기타)
3553,팔미토일프롤린,Palmitoyl Proline,59441-32-6,,피부컨디셔닝제(기타)
3551,팔미토일펜타펩타이드-4,Palmitoyl Pentapeptide-4,"214047-00-4
521091-64-5",팔미토일펜타펩타이드-3,피부컨디셔닝제(기타)
3550,팔미토일트라이펩타이드-5,Palmitoyl Tripeptide-5,623172-56-5,팔미토일트리펩타이드-5,피부컨디셔닝제(기타)
3549,팔미토일트라이펩타이드-1,Palmitoyl Tripeptide-1,,팔미토일트리펩타이드-1,피부컨디셔닝제(기타)
3543,팔미토일다이펩타이드-7,Palmitoyl Dipeptide-7,,팔미토일디펩타이드-7,피부컨디셔닝제(기타)
3539,스타아니스추출물,Illicium Verum (Anise) Fruit Extract,84650-59-9,팔각회향추출물,피부컨디셔닝제(기타)
3536,데사미도콜라겐,Desamido Collagen,,,피부컨디셔닝제(기타);헤어컨디셔닝제
3533,판테틴,Pantethine,"138148-35-3
16816-67-4",판테친,피부컨디셔닝제(기타);헤어컨디셔닝제
3527,프파피아 글로메라타뿌리즙,Pfaffia Glomerata Root Juice,,파피아 글로메라타뿌리즙,피부컨디셔닝제(기타)
3525,델레세리아 산구이니아추출물,Delesseria Sanguinea Extract,,데레세리아 산구이니아추출물,피부컨디셔닝제(기타)
3523,파파야잎추출물,Carica Papaya (Papaya) Leaf Extract,84012-30-6,,피부컨디셔닝제(기타)
3520,파파야열매수,Carica Papaya (Papaya) Fruit Water,,,피부컨디셔닝제(기타)
3519,피카리아미나리아재비추출물,Ranunculus Ficaria Extract,84929-74-8,파일워트추출물,피부컨디셔닝제(기타)
3518,얼룩파인애플추출물,Ananas Sativus (Pineapple) Fruit Extract,,파인애플추출물,피부컨디셔닝제(기타)
3517,얼룩파인애플즙쥬스,Ananas Sativus (pineapple) fruit juice,,파인애플즙,피부컨디셔닝제(기타)
3516,얼룩파인애플수,Ananas Sativus (Pineapple) Fruit Water,,파인애플수,피부컨디셔닝제(기타)
3515,파인껍질추출물,Pinus Pumilio Bark Extract,,,피부컨디셔닝제(기타)
3512,파에오닥틸룸 트리코르누툼추출물,Phaeodactylum Tricornutum Extract,,,피부컨디셔닝제(기타)
3511,카룸 페트로셀리눔추출물,Carum Petroselinum (Parsley) Extract,,파슬리추출물,피부컨디셔닝제(기타)
3510,카룸 페트로셀리눔씨오일,Carum Petroselinum (Parsley) Seed Oil,8000-68-8,파슬리씨오일,피부컨디셔닝제(기타);착향제
3504,크랜베리추출물,Vaccinium Macrocarpon (Cranberry) Fruit Extract,91770-88-6,덩굴월귤열매추출물,피부컨디셔닝제(기타)
3493,팔손이분홍치추출물,Palmaria Palmata Extract,223751-74-4 (generic),덜스추출물,피부컨디셔닝제(기타)
